Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Kevin Whiteside, Gentry Atkinson, Mary Mikel Stump, Dan Tamir, Grayson Lawrence","Musing: Adaptable Mobile Augmented Reality Application for Museums and Art Galleries",2014,"Electronic Workshops in Computing","BCS Learning & Development","http://dx.doi.org/10.14236/ewic/eva2014.56","",1,"2024-07-25 11:48:47","proceedings-article","10.14236/ewic/eva2014.56","1477-9358","",,,,,0,0.00,0,5,10,"","https://scienceopen.com/hosted-document?doi=10.14236/ewic/EVA2014.56",""
2,"Stuart Olsen, Brian Romoser, Ziliang Zong","SQLPhi",2014,"Proceedings of the 2014 International Conference on Big Data Science and Computing","ACM","http://dx.doi.org/10.1145/2640087.2644172","",2,"2024-07-25 11:48:47","proceedings-article","10.1145/2640087.2644172","","",,,,,2,0.20,1,3,10,"","https://dl.acm.org/doi/pdf/10.1145/2640087.2644172",""
4,"Colleen C. Hiner, Christi G. Townsend, Brendan L. Lavy","Harm J. de Blij’s 1983<i>Wine:</i>",2014,"Progress in Physical Geography: Earth and Environment","SAGE Publications","http://dx.doi.org/10.1177/0309133314540691","",3,"2024-07-25 11:48:47","journal-article","10.1177/0309133314540691","0309-1333","",38,5,674,684,4,0.40,1,3,10,"Harm de Blij was one of the most influential scholars in the field of geography. Few modern geographers have accomplished more to advance a public appreciation for the field. He was known primarily for his work in geopolitics, regional geography, and environmental geography, and he published well over 100 articles and books on these subjects. He was also known for his love of fine wine. In 1983, de Blij published Wine: A Geographic Appreciation, a groundbreaking book and bestseller, which, in part, set the stage for the study of the geography of wine and viticulture. This paper examines de Blij’s 1983 tome, including a brief examination of the political, economic, and cultural elements of wine geography followed by a focused discussion of the book’s influence on the physical geography of viticulture. Ultimately, this paper considers the impact and legacy of Wine: A Geographic Appreciation, a classic in physical geography, as the subfield of wine geography continues to develop.","http://journals.sagepub.com/doi/pdf/10.1177/0309133314540691",""
0,"J. Craig Hanks, Jitendra Tate, Dominick Fazarro, Walt Trybula, Robert J. C. McLean, Satyajit Dutta, Fritz Allhoff, Seth Barton, Zach Russell","Fostering Ethical, Social, Environmental, Health, and Safety Awareness in Tomorrow’s Engineers and Technologists",2014,"Volume 14: Emerging Technologies; Engineering Management, Safety, Ethics, Society, and Education; Materials: Genetics to Structures","American Society of Mechanical Engineers","http://dx.doi.org/10.1115/imece2014-38264","",4,"2024-07-25 11:48:47","proceedings-article","10.1115/imece2014-38264","","",,,,,0,0.00,0,9,10,"This paper reports on our work developing a set of modular courses to intended to help foster Ethical, Social, Environmental, Health, and Safety Awareness in Tomorrow’s Engineers and Technologists. We focus on emerging technologies, and especially nanotechnology. In the last decade nanotechnology has made myriad inroads into mainstream society. It is merely one of many exciting new ways that science and technology are changing how we live and think. Along with these developments in science and technology come new industries, and new challenges. This requires heightened awareness of health and safety risks, ethical and social considerations, and environmental implications of their work. This need is not limited to nanotechnologies, nor revolutionary technologies, but should be an integral part of all engineering work.","http://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/doi/10.1115/IMECE2014-38264/4267476/v014t08a029-imece2014-38264.pdf",""
4,"Bo Li, Henry Johan, Yuxiang Ye, Yijuan Lu","Efficient view-based 3d reflection symmetry detection",2014,"SIGGRAPH Asia 2014 Creative Shape Modeling and Design","ACM","http://dx.doi.org/10.1145/2669043.2669045","",5,"2024-07-25 11:48:47","proceedings-article","10.1145/2669043.2669045","","",,,,,4,0.40,1,4,10,"","https://dl.acm.org/doi/pdf/10.1145/2669043.2669045",""
8,"P. Frigola, O.A. Harrysson, T.J. Horn, H.A. West, R.L. Aman, J.M. Rigsbee, D.A. Ramirez, L.E. Murr, F. Medina, R.B. Wicker, E. Rodriguez","Fabricating Copper Components with Electron Beam Melting",2014,"AM&amp;P Technical Articles","ASM International","http://dx.doi.org/10.31399/asm.amp.2014-07.p020","",6,"2024-07-25 11:48:47","journal-article","10.31399/asm.amp.2014-07.p020","0882-7958","",172,7,20,24,8,0.80,1,11,10,"Abstract: The ability to make components from copper and copper alloys via additive manufacturing is spurring a range of novel applications. Although the high thermal conductivity of copper presents challenges for direct AM processes, fully dense copper components with complex geometries have been demonstrated. Of particular interest is the ability to use AM methods to fabricate internal cooling channels and mesh structures to optimize thermal management. This article describes feasibility studies to evaluate AM processing of copper parts.","https://dl.asminternational.org/amp-tech/article-pdf/172/7/20/658330/amp.2014-07.p020.pdf",""
0,"Juan A. Gomez, Devanda Lek, In-Hyouk Song, Du-Hwan Chun, Byoung H. You","Study on Stress and Thermal Contraction During Cooling and Demolding in Hot Embossing",2014,"Volume 10: Micro- and Nano-Systems Engineering and Packaging","American Society of Mechanical Engineers","http://dx.doi.org/10.1115/imece2014-39203","",7,"2024-07-25 11:48:47","proceedings-article","10.1115/imece2014-39203","","",,,,,0,0.00,0,5,10,"Thermal stress and shrinkage were investigated to analyze pattern defects during the cooling and demolding steps in hot embossing. Hot embossing is one of the most popular fabrication methods that replicate polymer microdevices in fields such as micro-fluidics and micro-optics. Numerical models were developed to study the effect of thermal stress and adhesion force on a molded microstructure during the cooling and demolding steps of micro hot embossing. The alignment microstructure, a hemisphere-tipped post, was located at four radial locations of 5, 10, 15, and 20 mm from the center of the polymer substrate to determine the effect of thermal stress and adhesion forces, relative to pattern location, leading to pattern deformation. Results showed that thermal stress increased as the microstructure was moved further away from the center of the polymer substrate due to an increase in shrinkage velocity. Process parameters could be designed to improve replication fidelity by analyzing the stress distribution of a molded microstructure during cooling and demolding.","http://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/doi/10.1115/IMECE2014-39203/4266549/v010t13a037-imece2014-39203.pdf",""
0,"Qing Shen, Samantha Newton, Priscilla Pham, Bj Friedman, Sylvia Crixell, Dhiraj Vattem, Vatsala Maitin","Impact of synbiotic‐induced alterations in gut microbiota on ANGPTL4, body composition and selected metabolic biomarkers in healthy overweight adults: a pilot study (637.15)",2014,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.28.1_supplement.637.15","",8,"2024-07-25 11:48:47","journal-article","10.1096/fasebj.28.1_supplement.637.15","0892-6638","",28,,,,0,0.00,0,7,10,"Gut microbiota composition has emerged as a significant factor capable of regulating adiposity, host metabolism and inflammation. The aim of this study was to investigate the influence of a synbiotic on the gut microbiota composition of healthy overweight subjects, and related changes in ANGPTL4, body composition and selected metabolic biomarkers. This was a 12‐week, parallel, double‐blind, randomized placebo‐controlled trial, with 57 healthy overweight adults. Analyses performed included fecal microbiota composition, body composition, fasting blood lipids, glucose, TNF‐α, adiponectin, ANGPTL4, and gene‐expression in colonocytes and PBMCs. Relative to placebo, the synbiotic‐intervention significantly increased Bifidobacterium and decreased Clostridium numbers. Additionally, the synbiotic group showed increases in Eubacterium and Propionibacterium. Synbiotic‐intervention promoted significant increases in ANGPTL4 gene expression in PBMCs, and plasma ANGPTL4. A significant positive correlation was seen between Bifidobacterium numbers and plasma ANGPTL4 levels in the synbiotic but not the placebo group. No significant changes were obtained in body composition, blood metabolic biomarkers or expression of any genes besides ANGPTL4. The synbiotic’s effects on gut microbiota and ANGPTL4 indicate its potential in reducing fat‐storage, which may become evident in a larger long‐term study.","",""
0,"Mack Shay, Marwa Al‐Tameemi, Saxon Wright, Robert McLean, Dhiraj Vattem, Vatsala Maitin","Method development for investigating probiotic effects on fat storage in a <i>Caenorhabditis elegans</i> model (829.33)",2014,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.28.1_supplement.829.33","",9,"2024-07-25 11:48:47","journal-article","10.1096/fasebj.28.1_supplement.829.33","0892-6638","",28,,,,0,0.00,0,6,10,"Gut microbiota via an ability to influence fat synthesis and storage has emerged as an important factor in host adiposity, and a target for its dietary modulation. To examine the role of specific gut bacteria in modulating fat stores and associated mechanisms, we need simple, inexpensive yet powerful animal models. An attractive choice is the nematode","",""
0,"Andres Gonzalez, Grant Peltier, Rachell Booth, Wendi David","Binding affinity of epithelial sodium channel subunits and peptides measured through surface plasmon resonance (997.5)",2014,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.28.1_supplement.997.5","",10,"2024-07-25 11:48:47","journal-article","10.1096/fasebj.28.1_supplement.997.5","0892-6638","",28,,,,0,0.00,0,4,10,"Salt levels play a crucial role in regulating blood pressure, and cells are able to maintain salt levels via ion channels embedded within the plasma membrane. The Epithelial Sodium Channel (ENaC) is a heterotrimeric membrane protein that allows the passage of sodium, and this study’s aim is to further understand what structural aspects of ENaC are responsible for maintaining proper function of the channel. Potential residues critical for interaction between ENaC alpha, beta, and gamma subunits were identified and peptide segments containing the targeted residues were PCR amplified, ligated onto a pGEX‐4t‐2 vector, and transformed into Top10 E. coli. This vector contains a GST‐tag that was used to purify the peptides and immobilize them for further analysis by surface plasmon resonance (SPR). Binding between sets of peptides predicted to be important for stabilizing interactions in ENaC was investigated using SPR. One peptide from a potential interacting set of peptide regions was immobilized through the GST‐tag and binding with the corresponding partner (with GST‐tag removed) was quantified. Two interactions ‐one between the alpha‐palm and beta‐thumb, and the other between the beta‐palm and gamma‐thumb regions of ENaC ‐ were analyzed. The alpha‐palm and beta‐thumb interaction had a measured KD of 2.9 x 10‐8 M, whereas the interaction from the beta‐palm, gamma‐thumb region was in the micromolar range for KD. Additional sets of peptides have been expressed and will be analyzed for binding interactions. Results obtained from this initial study will be compared to those obtained from a mutation screen of ENaC function to confirm whether the predicted residues play a crucial structural role related to function.","",""
