Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Gwendolyn Hustvedt, Jiyun Kang, Duy Le","The Relationship Between Attitudes Towards Science and Sustainability",2013,"","Iowa State University, Digital Repository","http://dx.doi.org/10.31274/itaa_proceedings-180814-761","",1,"2024-07-25 11:51:32","report","10.31274/itaa_proceedings-180814-761","","",,,,,0,0.00,0,3,11,"","",""
0,"Jiyun Kang, Pauline Sullivan, Ann DuPont","Filling the Attitude-Behavior Gap in Sustainable Consumption: The Role of Consumer Involvement and Shopping Enjoyment",2013,"","Iowa State University, Digital Repository","http://dx.doi.org/10.31274/itaa_proceedings-180814-501","",2,"2024-07-25 11:51:32","report","10.31274/itaa_proceedings-180814-501","","",,,,,0,0.00,0,3,11,"","",""
0,"Joal Wood, Brian Romoser, Ivan Zecena, Ziliang Zong","B-MAPS",2013,"Proceedings of the 2013 ACM Cloud and Autonomic Computing Conference","ACM","http://dx.doi.org/10.1145/2494621.2494640","",3,"2024-07-25 11:51:32","proceedings-article","10.1145/2494621.2494640","","",,,,,0,0.00,0,4,11,"","https://dl.acm.org/doi/pdf/10.1145/2494621.2494640",""
17,"Corey Holland, Atenas Garza, Elena Kurtova, Jose Cruz, Oleg Komogortsev","Usability evaluation of eye tracking on an unmodified common tablet",2013,"CHI '13 Extended Abstracts on Human Factors in Computing Systems","ACM","http://dx.doi.org/10.1145/2468356.2468409","",4,"2024-07-25 11:51:32","proceedings-article","10.1145/2468356.2468409","","",,,,,17,1.55,3,5,11,"","https://dl.acm.org/doi/pdf/10.1145/2468356.2468409",""
16,"Oleg Komogortsev, Corey Holland, Sampath Jayarathna, Alex Karpov","2D Linear oculomotor plant mathematical model",2013,"ACM Transactions on Applied Perception","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/2536764.2536774","",5,"2024-07-25 11:51:32","journal-article","10.1145/2536764.2536774","1544-3558","",10,4,1,18,16,1.45,4,4,11,"This article assesses the ability of a two-dimensional (2D) linear homeomorphic oculomotor plant mathematical model to simulate normal human saccades on a 2D plane. The proposed model is driven by a simplified pulse-step neuronal control signal and makes use of linear simplifications to account for the unique characteristics of the eye globe and the extraocular muscles responsible for horizontal and vertical eye movement. The linear nature of the model sacrifices some anatomical accuracy for computational speed and analytic tractability, and may be implemented as two one-dimensional models for parallel signal simulation. Practical applications of the model might include improved noise reduction and signal recovery facilities for eye tracking systems, additional metrics from which to determine user effort during usability testing, and enhanced security in biometric identification systems. The results indicate that the model is capable of produce oblique saccades with properties resembling those of normal human saccades and is capable of deriving muscle constants that are viable as biometric indicators. Therefore, we conclude that sacrifice in the anatomical accuracy of the model produces negligible effects on the accuracy of saccadic simulation on a 2D plane and may provide a usable model for applications in computer science, human-computer interaction, and related fields.","https://dl.acm.org/doi/pdf/10.1145/2536764.2536774",""
0,"Juan A. Gomez, Glenn Conner, In-Hyouk Song, Yoo-Jae Kim, Byoung Hee You, Du-Hwan Chun","Finite Element Analysis for Reliable Replication of Alignment Structures in Micro Hot Embossing",2013,"Volume 10: Micro- and Nano-Systems Engineering and Packaging","American Society of Mechanical Engineers","http://dx.doi.org/10.1115/imece2013-64829","",6,"2024-07-25 11:51:32","proceedings-article","10.1115/imece2013-64829","","",,,,,0,0.00,0,6,11,"Numerical analysis to predict the flow behavior of polymers was conducted using commercial finite element software, DEFORM-2D. An alignment structure, a hemisphere-tipped post with an annular ring, was modeled to demonstrate the flow front of the polymer during molding. The cavity filling process was evaluated by measuring the heights of the molded posts and confirmed and validated by experimental data. Estimated and measured heights showed better replication accuracy with the increase of molding temperature and embossing force. Results exposed complete cavity filling at embossing forces of 600 and 900 N at a molding temperature of 137.5°C. The FEM prediction tool can be used to select the adequate process parameters for a high fidelity replication of polymer microstructures.","http://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/doi/10.1115/IMECE2013-64829/4234029/v010t11a043-imece2013-64829.pdf",""
0,"Glenn Conner, Devanda Lek, Juan A. Gomez, In-Hyouk Song, Taehyun Park, Byoung Hee You","Mold Alignment System for Double-Sided Micro Hot Embossing Using Kinematic Constraints",2013,"Volume 10: Micro- and Nano-Systems Engineering and Packaging","American Society of Mechanical Engineers","http://dx.doi.org/10.1115/imece2013-63670","",7,"2024-07-25 11:51:32","proceedings-article","10.1115/imece2013-63670","","",,,,,0,0.00,0,6,11,"A cost effective alignment and positioning system was developed for double-sided hot embossing processes using kinematic principles. Alignment tooling located and transferred the top mold insert location to the proper location for the complementary mold insert and hot embossing was performed. The samples were checked for alignment accuracy and consistency. Adjustments were made and sampling repeated and measured. Results showed the alignment system can improve the locating and positioning of the complementary mold insert in relation to the top in a repeatable and cost effective manner.","http://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/doi/10.1115/IMECE2013-63670/4234059/v010t11a035-imece2013-63670.pdf",""
24,"Ribel Fares, Shaomin Fang, Oleg Komogortsev","Can we beat the mouse with MAGIC?",2013,"Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","ACM","http://dx.doi.org/10.1145/2470654.2466183","",8,"2024-07-25 11:51:32","proceedings-article","10.1145/2470654.2466183","","",,,,,24,2.18,8,3,11,"","https://dl.acm.org/doi/pdf/10.1145/2470654.2466183",""
0,"Lawrence V. Fulton, Francis A. Mendez, Nathaniel D. Bastian, R. Muzaffer Musal","Rejoinder to Letter to the Editor",2013,"Journal of Statistics Education","Informa UK Limited","http://dx.doi.org/10.1080/10691898.2013.11889669","",9,"2024-07-25 11:51:32","journal-article","10.1080/10691898.2013.11889669","1069-1898","",21,1,,,0,0.00,0,4,11,"","https://www.tandfonline.com/doi/pdf/10.1080/10691898.2013.11889669",""
1,"Shirley M. Ogletree, Jennifer A. Covington, Richard L. Archer","Praiseworthiness: Predictors of Positive Interpersonal Judgments",2013,"Psychological Reports","SAGE Publications","http://dx.doi.org/10.2466/21.07.pr0.112.3.913-932","",10,"2024-07-25 11:51:32","journal-article","10.2466/21.07.pr0.112.3.913-932","0033-2941","",112,3,913,932,1,0.09,0,3,11,"Deterministic attitudes, information about a person's background, one's perceived similarity to a target person, and attributions of effort and ability may affect praiseworthiness. Two vignette studies with college student participants were conducted to consider this issue. Based on regression analyses, attributing achievement to effort was the strongest predictor of praiseworthiness across both studies. In addition, evidence for an augmenting effect of an impoverished background on praiseworthiness was found. In the first study, perceived similarity to the target individual and religious-philosophical determinism were also predictors of praiseworthiness, while belief in free will predicted praiseworthiness in the second study. Judgments of praiseworthiness may be tied to a number of factors; among the most important of these are overcoming an impoverished childhood background and the attributed effort required for success.","http://journals.sagepub.com/doi/pdf/10.2466/21.07.PR0.112.3.913-932",""
