Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
115,"Brenda Scheuermann, Jo Webber, E. Amanda Boutot, Marilyn Goodwin","Problems With Personnel Preparation in Autism Spectrum Disorders",2003,"Focus on Autism and Other Developmental Disabilities","SAGE Publications","http://dx.doi.org/10.1177/10883576030180030801","",1,"2024-07-26 14:23:36","journal-article","10.1177/10883576030180030801","1088-3576","",18,3,197,206,115,5.48,29,4,21,"This article examines problems With the preparation of school personnel Who serve children With autism spectrum disorders (ASD). Several areas of concern are discussed, including the current teacher shortage and attrition among special education teachers, noncategorical versus categorical teacher training and the impact of each on teacher preparedness, lack of scope and depth of most autism training models, clashes in theoretical orientation that may negatively affect teacher training, and issues that may arise When undertrained teachers interact With parents. Recommendations are made for the improvement of personnel preparation for teachers of children With ASD, including specialized skills training, multiple approaches training, training personnel from various disciplines, training paraprofessionals and in-home trainers, training parents, providing technical assistance and support to teachers, and providing leadership and funding to promote and enhance personnel preparation in ASD.","http://journals.sagepub.com/doi/pdf/10.1177/10883576030180030801",""
10,"Claude Garrett, Patrick Holland, Wilhelmus J. Geerts, Dustin Ragan, Archana Dubey, Steve Rios, Anup K. Bandyopadhyay","Thickness dependence of the magnetic hysteresis of NiFe-31% films as a function of an applied isotropic in-plane stress",2003,"Journal of Applied Physics","AIP Publishing","http://dx.doi.org/10.1063/1.1558242","",2,"2024-07-26 14:23:36","journal-article","10.1063/1.1558242","0021-8979","",93,10,8624,8626,10,0.48,1,7,21,"The magnetic hysteresis of dc magnetron-sputtered Ni69Fe31 films that were sandwiched between titanium layers was investigated as a function of an externally applied isotropic in-plane strain. The hysteresis curves were measured with a Kerr magnetometer that monitored the longitudinal Kerr ellipticity as a function of the in-plane magnetic field. The strain was created by bending the samples in two dimensions using a pressure cell. Measurements were performed on films with different thicknesses. The magnetoelastic properties appeared to be much smaller for films with a thickness of 100 nm than for films with a thickness of 288 or 500 nm. This might be due to a change of the domain wall pinning, or a change of the domain wall density as a function of the film thickness. Measurements under compressive isotropic in-plane stress were shown to be possible by flipping the sample in the pressure holder and measuring through the glass substrate. The Faraday effect and stress-induced birefringence in the glass substrate did not hinder the accumulation of noiseless hysteresis data. The magnetoelastic effects appeared to be different for positive and negative values of the applied stress.","https://pubs.aip.org/aip/jap/article-pdf/93/10/8624/19282765/8624_1_online.pdf",""
11,"Walter J. Meyer, Maria Molett, C. David Richards, Liles Arnold, Janet Latham","Outpatient Civil Commitment in Texas for Management and Treatment of Sexually Violent Predators: A Preliminary Report",2003,"International Journal of Offender Therapy and Comparative Criminology","SAGE Publications","http://dx.doi.org/10.1177/0306624x03253846","",3,"2024-07-26 14:23:36","journal-article","10.1177/0306624x03253846","0306-624X","",47,4,396,406,11,0.52,2,5,21,"Texas established in 1999 outpatient civil commitment for sexually violent predators discharged from prison with or without parole. These individuals suffer from a behavioral abnormality, have been convicted of two or more sexually violent crimes and are deemed likely to reoffend. Civilly committed individuals are managed by a team composed of case manager (supervision), treatment provider, public safety officer (global positioning satellite monitoring), and other professionals. Treatment consists of individual and group therapy using a standard workbook. Out of 21 committed individuals, 7 are in the treatment, 1 died, 10 are in custody after breaking conditions of commitment that constitute a felony, and 3 await release from prison. Cost of outpatient civil commitment is less than $20,000/person/year compared with more than $100,000 for inpatient commitment in other states. Texas has found outpatient civil commitment to be an effective and relatively low-cost way to protect the public and treat the offender.","http://journals.sagepub.com/doi/pdf/10.1177/0306624X03253846",""
11,"Leticia Y. Flores, Julia Z. Deal","Work-Related Pain in Mexican American Custodial Workers",2003,"Hispanic Journal of Behavioral Sciences","SAGE Publications","http://dx.doi.org/10.1177/0739986303025002007","",4,"2024-07-26 14:23:36","journal-article","10.1177/0739986303025002007","0739-9863","",25,2,254,270,11,0.52,6,2,21,"Mexican American janitors and custodians are at risk for developing work-related musculoskeletal injuries. These injuries may render them physically disabled, unable to provide for themselves and their families, and dependent on an already strained public health care system. Despite this growing health crisis and the United States's growing Latino population, no research has been published examining musculoskeletal pain among Mexican American custodial workers. In this article, the authors examine the working and social conditions of Mexican American service workers, as well as the reasons why there is so little research on this population. The authors present results from a study they conducted and discuss the implications of their findings for future research with this population.","http://journals.sagepub.com/doi/pdf/10.1177/0739986303025002007",""
5,"Sue W. Williams, Elizabeth M. Blunk","Sex Differences in Infant-Mother Attachment",2003,"Psychological Reports","SAGE Publications","http://dx.doi.org/10.2466/pr0.2003.92.1.84","",5,"2024-07-26 14:23:36","journal-article","10.2466/pr0.2003.92.1.84","0033-2941","",92,1,84,88,5,0.24,3,2,21,"A sex difference in security of infant attachment was found in a sample of 52 infant-mother dyads. The infants were enrolled in early care and education programs within a predominantly small-town geographic area in the southwest. Security of attachment was assessed using the Strange Situation procedure. Male infants (76%) were significantly more likely to be securely attached than female infants (39%). No other variables related to the infants' early care and education experience or mothers' age, race, marital status, and education were significantly associated with infants' attachment status.","http://journals.sagepub.com/doi/pdf/10.2466/pr0.2003.92.1.84",""
61,"Karn Sorasaenee, Patty K.-L. Fu, Alfredo M. Angeles-Boza, Kim R. Dunbar, Claudia Turro","Inhibition of Transcription in Vitro by Anticancer Active Dirhodium(II) Complexes",2003,"Inorganic Chemistry","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ic020591p","",6,"2024-07-26 14:23:36","journal-article","10.1021/ic020591p","0020-1669","",42,4,1267,1271,61,2.90,12,5,21,"","https://pubs.acs.org/doi/pdf/10.1021/ic020591p",""
32,"Erick J. Acosta, Youjun Deng, G. Norman White, Joe B. Dixon, Kevin J. McInnes, Scott A. Senseman, Alyx S. Frantzen, Eric E. Simanek","Dendritic Surfactants Show Evidence for Frustrated Intercalation:  A New Organoclay Morphology",2003,"Chemistry of Materials","American Chemical Society (ACS)","http://dx.doi.org/10.1021/cm0302328","",7,"2024-07-26 14:23:36","journal-article","10.1021/cm0302328","0897-4756","",15,15,2903,2909,32,1.52,4,8,21,"","https://pubs.acs.org/doi/pdf/10.1021/cm0302328",""
22,"Walter E. Rudzinski, Kai Zhou, Xuemei Luo","Mass Spectrometric Characterization of Organosulfur Compounds Using Palladium(II) as a Sensitivity-Enhancing Reagent",2003,"Energy &amp; Fuels","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ef030115z","",8,"2024-07-26 14:23:36","journal-article","10.1021/ef030115z","0887-0624","",18,1,16,21,22,1.05,7,3,21,"","https://pubs.acs.org/doi/pdf/10.1021/ef030115z",""
80,"Diane Pedrotty Bryant, Marilyn Goodwin, Brian R. Bryant, Kellie Higgins","Vocabulary Instruction for Students with Learning Disabilities: A Review of the Research",2003,"Learning Disability Quarterly","SAGE Publications","http://dx.doi.org/10.2307/1593594","",9,"2024-07-26 14:23:36","journal-article","10.2307/1593594","0731-9487","",26,2,117,128,80,3.81,20,4,21,"This article reviews research on vocabulary interventions involving students with learning disabilities. The purpose of the review was to summarize the findings of vocabulary intervention research and to present implications for vocabulary instruction. The studies were analyzed based on the following intervention research variables: word selection procedure, materials, instructional design and procedures, duration of the intervention, mastery criterion, measures of vocabulary learning (word knowledge level and reading comprehension), maintenance, and generalization (reading comprehension). Based on the selection criteria, six articles spanning the period from 1978 to the present were identified. Vocabulary interventions were categorized into four areas, computer-assisted instruction (CAI), fluency-building vocabulary practice activities, mnemonic strategy instruction, and concept enhancement instruction. Overall, positive results were found for the interventions on measures of immediate recall, maintenance, and generalization.","http://journals.sagepub.com/doi/pdf/10.2307/1593594",""
0,"Michael M. Pickard, Jason R. Adams","Model determination tool (MDT)",2003,"ACM SIGCSE Bulletin","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/960492.960532","",10,"2024-07-26 14:23:36","journal-article","10.1145/960492.960532","0097-8418","",35,4,76,78,0,0.00,0,2,21,"This paper describes a technique used in introductory undergraduate and graduate software engineering courses at Stephen F. Austin State University. It provided a team software development experience, encouraged enriched learning about software process models, served as the object of black-box testing, and gave students the opportunity to perform software maintenance activities that mimic real-life situations. A graduate software engineering class developed a tool to recommend consideration of appropriate software process models according to the responses to a small set of questions concerning the development environment and the nature of the project. Later, undergraduate classes performed black-box testing to determine whether the artifact performed correctly. More than a year after the original development, a second graduate class was challenged to perform maintenance actions on the product, about which none of the students had any knowledge or experience.","https://dl.acm.org/doi/pdf/10.1145/960492.960532",""
