Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Candace Hastings, Carrie J. Boden, Debbie Thorne, Aimee Roundtree, Maricela May, Kandi D. Pomeroy","Looking Back, Looking Forward",2023,"International Journal of Adult Education and Technology","IGI Global","http://dx.doi.org/10.4018/ijaet.332877","",1,"2024-07-25 11:12:52","journal-article","10.4018/ijaet.332877","2643-7996","",14,1,1,19,0,0.00,0,6,1,"<p>The purpose of the study was to understand faculty career values and how faculty values and priorities were affected by COVID-19. Using a mixed-method design, this study found there were differences among the relative value faculty placed on research, teaching, and service, and these differences were consistent with expectations for faculty employed in various tenure and non-tenure line positions. In some instances, faculty values remained the same. In others, the faculty statements indicated changed values in the domains of faculty self-direction and sense of security, the former associated with work-life balance and burnout and the latter with salary and retirement concerns. This study provided insight into faculty values and priorities and how those values and priorities may have changed because of the pandemic. These understandings of faculty values and experiences have implications for faculty recruitment, retention, and development.</p>","https://www.igi-global.com/viewtitle.aspx?TitleId=332877",""
0,"Emily K. Suh, Blanca Estevez Posadas, Hana Fuller, Monica Cruz, Judith Andrade","“Open Our Hearts and Minds to Say I Belong Here”: Undergraduate Preservice Teachers’ Transfer Experiences",2023,"Journal of College Student Retention: Research, Theory &amp; Practice","SAGE Publications","http://dx.doi.org/10.1177/15210251231222202","",2,"2024-07-25 11:12:52","journal-article","10.1177/15210251231222202","1521-0251","",,,,,0,0.00,0,5,1,"Examining transfer students’ sense of belonging and perceptions of community in the context of their journey toward becoming teachers highlights the challenges and opportunities they encounter during this academic transition. Through the use of thematic analysis, this study analyzed the dynamics of building a sense of belonging among 14 preservice teachers of color as they transferred into a large four-year Hispanic Serving Institution. Through a Transfer-Receptive Culture lens, the study finds that students placed limited significance on their racial identities but described other factors as more impactful on their sense of belonging. The study argues for foregrounding students’ intersectional identities, including race, to enhance their overall academic success, enable them to create meaningful connections with peers and equip them with the necessary skills to excel in their future roles as teachers.","http://journals.sagepub.com/doi/pdf/10.1177/15210251231222202",""
0,"Michael Price, Ray Chavez, Jessica Perrotte, Carmen Westerberg","0067 Dreams and Personality Influence Creativity",2023,"SLEEP","Oxford University Press (OUP)","http://dx.doi.org/10.1093/sleep/zsad077.0067","",3,"2024-07-25 11:12:52","journal-article","10.1093/sleep/zsad077.0067","0161-8105","",46,,,,0,0.00,0,4,1,"Introduction: Theoretically, during dreaming, weak associations are explored, and information is combined in novel ways, which could lead to increased creativity during waking. However, little research has explored direct relationships between dreaming and objective measures of creativity and the ability to creatively solve problems. Furthermore, personality influences dream recall frequency (DRF) and other aspects of dreaming, suggesting that the relationship between dreaming and creativity may vary based on personality. The goal of the current experiment was to determine if DRF is related to creativity and creative problem-solving, and if these relationships are influenced by personality traits. Methods: Seventy-six participants completed questionnaires about dreaming and the Big 5 personality traits (neuroticism, conscientiousness, openness, extraversion, agreeableness) and completed creativity and creative problem-solving tasks. Two tasks measured creativity. In one task, participants generated as many possible uses for an object as they could in one minute. In the other, they generated novel captions for five cartoons. Creative problem-solving was measured using two classic insight problem sets: the matchstick and compound remote associates tasks. Correlations were conducted to determine if DRF is related to any personality traits and multiple regressions were conducted to determine whether DRF or any personality traits predict creativity or creative problem-solving. Results: DRF was negatively correlated with agreeableness, such that individuals higher in agreeableness recalled fewer dreams. The multiple regression analyses revealed that both DRF and conscientiousness are significant predictors of divergent thinking. Neither DRF nor any personality traits predicted creative problem-solving. Conclusion: These results indicate that agreeableness reduces the frequency of dream recall, perhaps because agreeable individuals try to find problem solutions immediately while awake so they do not worry about them later. Consistent with current theories, frequently recalling dreams increased creativity, suggesting that the exploration of weak or novel relationships during dreaming increases creativity while awake. Conscientiousness also predicted creativity, suggesting that self-sufficient people tend to be more creative. However, frequently recalling dreams did not increase the ability to creatively solve problems. Collectively, these results suggest that personality influences dreaming behaviors and that frequent dreaming and conscientiousness promote creativity. Support (if any):  ","https://academic.oup.com/sleep/article-pdf/46/Supplement_1/A31/50466111/zsad077.0067.pdf",""
1,"Morgan Byers, Mark Trahan, Erica Nason, Chinyere Eigege, Nicole Moore, Micki Washburn, Vangelis Metsis","Detecting Intensity of Anxiety in Language of Student Veterans with Social Anxiety Using Text Analysis",2023,"Journal of Technology in Human Services","Informa UK Limited","http://dx.doi.org/10.1080/15228835.2022.2163452","",4,"2024-07-25 11:12:52","journal-article","10.1080/15228835.2022.2163452","1522-8835","",41,2,125,147,1,1.00,0,7,1,"","https://www.tandfonline.com/doi/pdf/10.1080/15228835.2022.2163452",""
0,"Natalie Ceballos, Jessica Perrotte, Shobhit Sharma, Oluwaseun Awofisayo, Danielle Callaway, Amanda Gordon, Reiko Graham","Women who pre-game: A study of stress and alcohol use in female collegiate predrinkers",2023,"Journal of American College Health","Informa UK Limited","http://dx.doi.org/10.1080/07448481.2023.2245499","",5,"2024-07-25 11:12:52","journal-article","10.1080/07448481.2023.2245499","0744-8481","",,,1,9,0,0.00,0,7,1,"","https://www.tandfonline.com/doi/pdf/10.1080/07448481.2023.2245499",""
2,"Erika Soria, Crystal Russo, Camila Carlos‐Shanley, Merritt Drewery, Will Boswell, Markita Savage, Lindsey Sanchez, Carolyn Chang, Zoltan M. Varga, Michael L. Kent, Thomas J. Sharpton, Yuan Lu","Assessment of various standard fish diets on gut microbiome of platyfish <i>Xiphophorus maculatus</i>",2023,"Journal of Experimental Zoology Part B: Molecular and Developmental Evolution","Wiley","http://dx.doi.org/10.1002/jez.b.23218","",6,"2024-07-25 11:12:52","journal-article","10.1002/jez.b.23218","1552-5007","",342,3,271,277,2,2.00,0,12,1,"Abstract: Diet is an external factor that affects the physiological baseline of research animals. It can shape gut microbiome, which can impact the host. As a result, dietary variation can challenge experimental reproducibility and data integration across studies when not appropriately considered. To control for diet‐induced variation, reference diets have been developed for common biomedical models. However, such reference diets have not yet been developed for nontraditional model organisms, such as","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jez.b.23218",""
1,"Laure Brimbal, Angela M. Jones, Elizabeth A. Quinby","Does telling a story in reverse elicit cues to deceit? A replication and extension of Vrij, Leal, Mann and Fisher (2012)",2023,"Legal and Criminological Psychology","Wiley","http://dx.doi.org/10.1111/lcrp.12252","",7,"2024-07-25 11:12:52","journal-article","10.1111/lcrp.12252","1355-3259","",,,,,1,1.00,0,3,1,"Purpose: The reverse order recall technique has been suggested as tool to improve deception detection accuracy. We conducted a registered replication and extension of Vrij et al., 2012's two experiments, testing whether the reverse order technique increases cues to deception in liars and accuracy in lie detection. Methods: Following Vrij et al., 2012, in Experiment 1, participants were interviewed twice—once lying and once telling the truth—about a mission they completed. In both interviews, participants recounted their experience in chronological and reverse order. We coded interviews for cues to deception according to a cognitive approach: those included in Vrij et al., 2012 (replication) and others included in research on the cognitive load approach (extension). In Experiment 2, participants read two transcripts (replication) or viewed two videos (extension) from Experiment 1 and decided whether senders were lying or telling the truth in continuous (replication) and dichotomous judgements (extension). Results: In Experiment 1, truth tellers were more detailed and plausible than liars. However, we failed to find the interaction between veracity and route recall reported by the original research on the replication or extensions cues. In Experiment 2, we only found an interaction between veracity and route recall for senders telling the truth on dichotomous lie detection judgement. However, this was not supported when examining overall accuracy. Conclusions: These findings do not provide support for the reverse order technique as a tool to improve deception detection. We suggest further theoretical development before this technique is trained to practitioners.","",""
0,"Neha R. Shrestha, Rebecca G. Deason, Millie Cordaro, Krista Howard, Kelly Haskard-Zolnierek","Evaluating the relationship of empathic concern to college students’ responses to the COVID-19 pandemic",2023,"Journal of American College Health","Informa UK Limited","http://dx.doi.org/10.1080/07448481.2023.2224432","",8,"2024-07-25 11:12:52","journal-article","10.1080/07448481.2023.2224432","0744-8481","",,,1,7,0,0.00,0,5,1,"","https://www.tandfonline.com/doi/pdf/10.1080/07448481.2023.2224432",""
1,"Md Abdul Halim, Subrata Karmakar, Md Abdul Hamid, Chironjib Singha Samanta Chandan, Imteaz Rahaman, Michael E. Urena, Ariful Haque, Maggie Yihong Chen, Christopher P. Rhodes, Gary W. Beall","Improved Electrochemical Performance in an Exfoliated Tetracyanonickelate-Based Metal–Organic Framework",2023,"ACS Applied Materials &amp; Interfaces","American Chemical Society (ACS)","http://dx.doi.org/10.1021/acsami.3c14059","",9,"2024-07-25 11:12:52","journal-article","10.1021/acsami.3c14059","1944-8244","",15,46,53568,53583,1,1.00,0,10,1,"","https://pubs.acs.org/doi/pdf/10.1021/acsami.3c14059",""
0,"Randall F. Young, Carolyn T. Conn, Billy E. Brewster","Martin’s Lounge: From Valuation Engagement to Fraud Examination",2023,"Journal of Forensic Accounting Research","American Accounting Association","http://dx.doi.org/10.2308/jfar-2022-002","",10,"2024-07-25 11:12:52","journal-article","10.2308/jfar-2022-002","2380-2138","",8,1,128,140,0,0.00,0,3,1,"ABSTRACT: This case utilizes a fictional bar to engage students in using accounting information to detect and monitor for asset misappropriation by employees. Students are given background information about Martin’s Lounge and a task of identifying asset misappropriation and estimating losses due to asset misappropriation. All information necessary to solve the case is provided in the case narrative and the six Excel files supplied with the case. Students can use generalized audit software (e.g., IDEA), Microsoft Excel, or data analytic/visualization software to solve the case. The case challenges students to consider how accounting data can be used to detect instances of asset misappropriation and the possible perpetrator of a fraud. The case can be assigned as an individual assignment or a small group assignment.","https://publications.aaahq.org/jfar/article-pdf/8/1/128/107104/i2380-2138-8-1-128.pdf",""
