Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"Dawn Weir, Crosby Jones, Loren Ammerman, Kim Dybdahl, Suzanne Tomlinson","Report of a Strain of <i>Staphylococcus caprae</i> with the Genes for Enterotoxin A and Enterotoxin-Like Toxin Type P",2007,"Journal of Clinical Microbiology","American Society for Microbiology","http://dx.doi.org/10.1128/jcm.01068-07","",1,"2024-07-25 13:48:18","journal-article","10.1128/jcm.01068-07","0095-1137","",45,10,3476,3477,5,0.29,1,5,17,"","https://journals.asm.org/doi/pdf/10.1128/JCM.01068-07",""
4,"Marilyn Felkner, Rodney E. Rohde, Ana Maria Valle-Rivera, Tamara Baldwin, L. P. (Sky) Newsome","Methicillin-Resistant <i>Staphylococcus aureus</i> Nasal Carriage Rate in Texas County Jail Inmates",2007,"Journal of Correctional Health Care","Mary Ann Liebert Inc","http://dx.doi.org/10.1177/1078345807306731","",2,"2024-07-25 13:48:18","journal-article","10.1177/1078345807306731","1078-3458","",13,4,289,295,4,0.24,1,5,17,"","https://www.liebertpub.com/doi/pdf/10.1177/1078345807306731",""
3,"Allana K. Welsh, Robert J.C. McLean","Characterization of Bacteria in Mixed Biofilm Communities Using Denaturing Gradient Gel Electrophoresis (<scp>DGGE</scp>)",2007,"Current Protocols in Microbiology","Wiley","http://dx.doi.org/10.1002/9780471729259.mc01e01s4","",3,"2024-07-25 13:48:18","journal-article","10.1002/9780471729259.mc01e01s4","1934-8525","",4,1,,,3,0.18,2,2,17,"Abstract: Most microorganisms in nature, including those within biofilms, live in mixed populations. PCR‐based molecular genetic techniques are very useful in studying microbial diversity since unculturable as well as culturable organisms can be investigated. One such technique is denaturing gradient gel electrophoresis (DGGE), which separates PCR‐amplified community 16S rRNA (and other gene) sequences on the basis of G+C content. Unlike other community fingerprinting techniques, bands from DGGE gels can be excised, and sequenced to identify community members. Thus DGGE can be used to describe overall microbial diversity as well as to identify individual community members. This protocol describes a method for using DGGE to study microbial diversity within biofilm populations.","http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9780471729259.mc01e01s4",""
7,"Jaymeen R. Shah, Garry L. White, James R. Cook","Privacy Protection Overseas as Perceived by USA-Based IT Professionals",2007,"Journal of Global Information Management","IGI Global","http://dx.doi.org/10.4018/jgim.2007010104","",4,"2024-07-25 13:48:18","journal-article","10.4018/jgim.2007010104","1062-7375","",15,1,68,81,7,0.41,2,3,17,"<p>Privacy laws for the Internet are difficult to develop and implement domestically and internationally. A clear problem is how such laws are limited to national jurisdictions. What is legal in one country may be illegal in another. Due to differences in cultures and values, and government types, it may not be possible to establish global standards and legislations to ensure privacy. Due to the nonexistence of global privacy standards, multinational (international) companies usually select one of the following two possible solutions: (1) implement a most restrictive “one size fits all” privacy policy that is used across various countries, or (2) implement different privacy policies that meet the privacy regulations of different countries and expectations of those citizens. In order to investigate a solution that may be used by multinational companies, and how companies view domestic privacy laws, the authors conducted a survey of U.S.-based employees of domestic and multinational companies. The results of the survey suggest that the majority of the multinational companies prefer the first solution—most restrictive “one size fits all” approach. They develop and implement a single set of privacy policies that is used across their operations in different countries. The majority of the companies surveyed consider domestic privacy laws in the United States to be practical, but ineffective.</p>","https://www.igi-global.com/viewtitle.aspx?TitleId=3649",""
24,"S. Wu, J. Silvánhyphen;Cárdenas, L. Wang","Per‐field urban land use classification based on tax parcel boundaries",2007,"International Journal of Remote Sensing","Informa UK Limited","http://dx.doi.org/10.1080/01431160600981541","",5,"2024-07-25 13:48:18","journal-article","10.1080/01431160600981541","0143-1161","",28,12,2777,2801,24,1.41,8,3,17,"","https://www.tandfonline.com/doi/pdf/10.1080/01431160600981541",""
3,"David C. Easter, Jessica A. Roof, Laura Jeanne Butts","A Monte Carlo Study of Isomers and Structural Evolution in Benzene−Cyclohexane Clusters:  (C<sub>6</sub>H<sub>6</sub>)(C<sub>6</sub>H<sub>12</sub>)<i><sub>n</sub></i>,<i>n</i>= 3−7, 12",2007,"The Journal of Physical Chemistry A","American Chemical Society (ACS)","http://dx.doi.org/10.1021/jp075214i","",6,"2024-07-25 13:48:18","journal-article","10.1021/jp075214i","1089-5639","",111,50,12914,12931,3,0.18,1,3,17,"","https://pubs.acs.org/doi/pdf/10.1021/jp075214i",""
13,"Eric G. Kirby, John K. Ross, III","Kiasu Tendency and Tactics: A Study of their Impact on Task Performance",2007,"Journal of Behavioral and Applied Management","Journal of Behavior and Applied Management","http://dx.doi.org/10.21818/001c.16716","",7,"2024-07-25 13:48:18","journal-article","10.21818/001c.16716","1930-0158","",8,2,,,13,0.76,7,2,17,"Kiasu reflects an “obsessive concern with getting the most out of every transaction and a desire to get ahead of others” (Hwang, Ang, & Francesco, 2002: 75). It can have both positive and negative effects. This paper generates three hypotheses about kiasuism and task performance. Using hierarchical regression to analyze the results of a survey of 261 senior-level undergraduate business students in the United States, all three hypotheses are supported. The results indicate that the kiasu construct is generalizable to the United States, and that the key to obtaining competitive advantage through kiasuism lies in selecting and implementing the right tactic for the situation.","https://jbam.scholasticahq.com/article/16716-kiasu-tendency-and-tactics-a-study-of-their-impact-on-task-performance.pdf",""
10,"Lori J. Sallop, Susan L. Kirby","The Role of Gender and Work Experience on Career and Work Force Diversity Expectations",2007,"Journal of Behavioral and Applied Management","Journal of Behavior and Applied Management","http://dx.doi.org/10.21818/001c.16717","",8,"2024-07-25 13:48:18","journal-article","10.21818/001c.16717","1930-0158","",8,2,,,10,0.59,5,2,17,"Graduating business students at a large public university participated in a study designed to gain insight into the effects of gender and work experience on salary expectations, career characteristics, job search methods and intensity, internship participation, expected hours required and willingness to work, and sensitivity to gender issues. The study reveals that students with more work experience while in college place greater importance on higher compensation than students with less experience. The study finds that female students place greater importance on work life balance and cultural fit within the organization and are more aware of, and sensitive to, gender issues.","https://jbam.scholasticahq.com/article/16717-the-role-of-gender-and-work-experience-on-career-and-work-force-diversity-expectations.pdf",""
3,"Rebecca Jackson, Deborah Morton","Becoming Landscape Architects: A Postmodern Approach to WAC Sustainability",2007,"The WAC Journal","The WAC Clearinghouse","http://dx.doi.org/10.37514/wac-j.2007.18.1.04","",9,"2024-07-25 13:48:18","journal-article","10.37514/wac-j.2007.18.1.04","1544-4929","",18,1,43,58,3,0.18,2,2,17,"","",""
5,"Lloyd Greene, George Burke","Beyond Self-Actualization",2007,"Journal of Health and Human Services Administration","SAGE Publications","http://dx.doi.org/10.1177/107937390703000201","",10,"2024-07-25 13:48:18","journal-article","10.1177/107937390703000201","1079-3739","",30,2,116,128,5,0.29,3,2,17,"","https://journals.sagepub.com/doi/pdf/10.1177/107937390703000201",""
8,"Jon Lasser, Laurie McGarry Klose","School Psychologists’ Ethical Decision Making: Implications From Selected Social Psychological Phenomena",2007,"School Psychology Review","Informa UK Limited","http://dx.doi.org/10.1080/02796015.2007.12087935","",11,"2024-07-25 13:48:18","journal-article","10.1080/02796015.2007.12087935","2372-966X","",36,3,484,500,8,0.47,4,2,17,"","https://www.tandfonline.com/doi/pdf/10.1080/02796015.2007.12087935",""
12,"Marla W. McGhee, Chulsub Lew","Leadership and Writing: How Principals' Knowledge, Beliefs, and Interventions Affect Writing Instruction in Elementary and Secondary Schools",2007,"Educational Administration Quarterly","SAGE Publications","http://dx.doi.org/10.1177/0013161x06297202","",12,"2024-07-25 13:48:18","journal-article","10.1177/0013161x06297202","0013-161X","",43,3,358,380,12,0.71,6,2,17,"Purpose: This study explored the perceptions of teachers regarding principal support for and understanding of effective writing instruction and whether certain areas of knowledge influence principals' actions and interventions.","http://journals.sagepub.com/doi/pdf/10.1177/0013161X06297202",""
41,"Toni Terling Watt, Jesse McCoy Rogers","Factors Contributing to Differences in Substance Use Among Black and White Adolescents",2007,"Youth &amp; Society","SAGE Publications","http://dx.doi.org/10.1177/0044118x06296701","",13,"2024-07-25 13:48:18","journal-article","10.1177/0044118x06296701","0044-118X","",39,1,54,74,41,2.41,21,2,17,"Research reveals that Black youth are less likely to use alcohol than White youth. It has been argued that Blacks are more likely to abstain because they have less disposable income, are more religious, and have more family support and/or control than White youth. It has also been suggested that not only are these compositional characteristics different and likely to suppress use rates but also that the effects of these factors vary as well. However, there are no comprehensive empirical investigations of these explanations. This study uses the Add Health Survey to examine alcohol and drug use by race and/or ethnicity and to explore how differences in composition and process might produce differences in use. Results suggest that the socioeconomic contexts of Black and White youth differ considerably. However, differences in alcohol use are almost entirely explained by differences in process, in particular, the influence of peers and the family.","http://journals.sagepub.com/doi/pdf/10.1177/0044118X06296701",""
0,"Elizabeth Morgan Russell, Sue W. Williams, Elizabeth M. Blunk","Pilot Study of Relationships among Quality as a Parent Choice Criterion, Accredited Child Care, and Maternal Separation Anxiety",2007,"Psychological Reports","SAGE Publications","http://dx.doi.org/10.2466/pr0.101.4.1099-1102","",14,"2024-07-25 13:48:18","journal-article","10.2466/pr0.101.4.1099-1102","0033-2941","",101,3,1099,1102,0,0.00,0,3,17,"This pilot study explored the relationships among quality as a parent reported criterion for choosing child care, the actual selection of accredited child care, and maternal separation anxiety. Of the 59 mothers, 29 had placed their infants in accredited child care centers and 30 had placed their infants in nonaccredited child care centers. Participants completed a standardized measure, the Maternal Separation Anxiety Scale, and indicated their top three criteria for choosing child care on a demographic form. Participants who reported quality as a top criterion were no more likely to have chosen an accredited program than participants who did not include quality as a criterion. Student t test indicated that mothers who reported greater concern about balancing the maternal and work roles, i.e., had higher scores on Subscale Three, were more likely to have enrolled their infants in nonaccredited than accredited child care programs.","http://journals.sagepub.com/doi/pdf/10.2466/pr0.101.4.1099-1102",""
