Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"Marilyn Felkner, Kiersten Andrews, Leanne H. Field, Jeffery P. Taylor, Tamara Baldwin, Ana Maria Valle-Rivera, Jessica Presley, Sky Newsome, Eric Casey","Detection of <i>Staphylococcus aureus</i> Including MRSA on Environmental Surfaces in a Jail Setting",2009,"Journal of Correctional Health Care","Mary Ann Liebert Inc","http://dx.doi.org/10.1177/1078345809340425","",1,"2024-07-25 13:43:37","journal-article","10.1177/1078345809340425","1078-3458","",15,4,310,317,12,0.80,1,9,15,"","https://www.liebertpub.com/doi/pdf/10.1177/1078345809340425",""
2,"Sue W. Williams, Elizabeth Morgan Russell, Elizabeth M. Blunk","Maternal Separation Anxiety in Hispanic and Euro-American Mothers",2009,"Psychological Reports","SAGE Publications","http://dx.doi.org/10.2466/pr0.105.2.582-584","",2,"2024-07-25 13:43:37","journal-article","10.2466/pr0.105.2.582-584","0033-2941","",105,2,582,584,2,0.13,1,3,15,"Maternal separation anxiety, that is, anxiety experienced by mothers when separated from their infants, was compared for 24 Hispanic and 41 Euro-American mothers. Compared to Euro-American mothers, Hispanic mothers reported more sadness and guilt when separated from their child. However, college education emerged as the sole significant predictor of maternal separation anxiety within the sample.","http://journals.sagepub.com/doi/pdf/10.2466/PR0.105.2.582-584",""
21,"Glenna Billingsley, Brenda Scheuermann, Jo Webber","A Comparison of Three Instructional Methods for Teaching Math Skills to Secondary Students with Emotional/Behavioral Disorders",2009,"Behavioral Disorders","SAGE Publications","http://dx.doi.org/10.1177/019874290903500101","",3,"2024-07-25 13:43:37","journal-article","10.1177/019874290903500101","0198-7429","",35,1,4,18,21,1.40,7,3,15,"The purpose of this study was to determine the most effective of three instructional methods for teaching mathematics to secondary students with emotional and behavioral disorders. A single-subject alternating-treatments research design was used to compare three instructional methods: direct teach, computer-assisted instruction, and a combination of both methods. Disability label, age, and IQ were related to learning outcomes. In addition, although the combined method was more effective for some learners, variables such as attendance and motivation, as well as IQ, comorbid conditions, age, and number of years spent in school, affected learning outcomes.","http://journals.sagepub.com/doi/pdf/10.1177/019874290903500101",""
18,"Randall E. Osborne, Paul Kriese, Heather Tobey, Emily Johnson","And Never the Two Shall Meet?: Student vs. Faculty Perceptions of Online Courses",2009,"Journal of Educational Computing Research","SAGE Publications","http://dx.doi.org/10.2190/ec.40.2.b","",4,"2024-07-25 13:43:37","journal-article","10.2190/ec.40.2.b","0735-6331","",40,2,171,182,18,1.20,5,4,15,"The education literature is blossoming with work on perceptions of distance education, online teaching, hybrid courses, and the like. Although this literature is important for helping faculty to understand the costs and benefits for teaching in these newer formats, little attention has been paid to documenting potential differences between student expectations for taking and faculty perceptions about teaching online courses. The current project gathered perceptual data from students and faculty about online courses. Findings suggest that differences between student and faculty perceptions of online courses might create barriers that diminish the effectiveness of the teaching-learning environment in such courses.","http://journals.sagepub.com/doi/pdf/10.2190/EC.40.2.b",""
0,"Rhonda Howard, Jason R Plyler, Steven Williams, Naoko Araki, Wendi M. David","Optimization of SPR‐based assay for monitoring SV40 large T‐antigen helicase activity",2009,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.23.1_supplement.860.1","",5,"2024-07-25 13:43:37","journal-article","10.1096/fasebj.23.1_supplement.860.1","0892-6638","",23,,,,0,0.00,0,5,15,"Replication of the SV40 virus is widely used as a model system for cellular DNA replication. The SV40 large T‐antigen (T‐ag), a member of the SF3 family of helicases, is essential for SV40 DNA replication. We have recently reported a real‐time assay for monitoring T‐ag helicase activity using surface plasmon resonance (SPR). In this current study, optimization of the duplex and quadruplex DNA unwinding assay for T‐ag has been carried out. The influence of varying contact time between helicase and DNA substrates, T‐ag and ATP concentrations, and salt/buffer compositions on DNA unwinding were determined. Higher ionic strength decreased the efficiency of unwinding. Optimal contact time depended on the length of DNA substrate to be unwound and the sequence of DNA; DNA substrates containing the SV40 origin sequence were bound much more tightly than random sequence oligonucleotides, but unwound much more slowly, if at all, under the assay conditions. Of particular importance is the improved direct observation of quadruplex DNA substrate unwinding, in which no secondary reporter of unwinding is required. Future studies will investigate the real‐time inhibition of this quadruplex DNA helicase activity, with potential implications for small‐molecule regulation of gene function.","",""
206,"Inhwa Jung, Daniel A. Field, Nicholas J. Clark, Yanwu Zhu, Dongxing Yang, Richard D. Piner, Sasha Stankovich, Dmitriy A. Dikin, Heike Geisler, Carl A. Ventrice, Rodney S. Ruoff","Reduction Kinetics of Graphene Oxide Determined by Electrical Transport Measurements and Temperature Programmed Desorption",2009,"The Journal of Physical Chemistry C","American Chemical Society (ACS)","http://dx.doi.org/10.1021/jp904396j","",6,"2024-07-25 13:43:37","journal-article","10.1021/jp904396j","1932-7447","",113,43,18480,18486,206,13.73,21,11,15,"","https://pubs.acs.org/doi/pdf/10.1021/jp904396j",""
14,"Oleg V. Komogortsev, Young Sam Ryu, Do Hyong Koh, Sandeep M. Gowda","Instantaneous saccade driven eye gaze interaction",2009,"Proceedings of the International Conference on Advances in Computer Entertainment Technology","ACM","http://dx.doi.org/10.1145/1690388.1690412","",7,"2024-07-25 13:43:37","proceedings-article","10.1145/1690388.1690412","","",,,,,14,0.93,4,4,15,"","https://dl.acm.org/doi/pdf/10.1145/1690388.1690412",""
19,"Natalie A. Ceballos, Oleg V. Komogortsev, G. Marc Turner","Ocular Imaging of Attentional Bias Among College Students: Automatic and Controlled Processing of Alcohol-Related Scenes",2009,"Journal of Studies on Alcohol and Drugs","Alcohol Research Documentation, Inc.","http://dx.doi.org/10.15288/jsad.2009.70.652","",8,"2024-07-25 13:43:37","journal-article","10.15288/jsad.2009.70.652","1937-1888","",70,5,652,659,19,1.27,6,3,15,"","https://www.jsad.com/doi/pdf/10.15288/jsad.2009.70.652",""
27,"Mark McKenney, Tynan McGuire","A parallel plane sweep algorithm for multi-core systems",2009,"Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems","ACM","http://dx.doi.org/10.1145/1653771.1653827","",9,"2024-07-25 13:43:37","proceedings-article","10.1145/1653771.1653827","","",,,,,27,1.80,14,2,15,"","https://dl.acm.org/doi/pdf/10.1145/1653771.1653827",""
0,"Mayuri P Patel, Gregory R Ramsey, Dana M García, Joseph R Koke","Phosphorylation of GFAP and lamin B is an early event in reactive astrocytes and may be stimulated by cAMP",2009,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.23.1_supplement.790.1","",10,"2024-07-25 13:43:37","journal-article","10.1096/fasebj.23.1_supplement.790.1","0892-6638","",23,,,,0,0.00,0,4,15,"Mammalian astrocytes respond to injury by hypertrophy and cell division. Changes in the intermediate filament (IF) cytoskeleton and the lamin nucleo‐skeleton proceeds by phosphorylation of IF subunits, solubilization and reformation after cell division. Monoclonal AB J1‐31 recognizes a phosphoepitope found on GFAP and lamin B in astrocytes and thus is useful for exploring pathways to the reactive state. F98 (a.k.a. 9L) glioblastoma cells have been used to model gliosis in vitro. To test the hypothesis that a cAMP mediated pathway is involved, we added forskolin to confluent cultures of F98 cells and assayed for phosphorylation of lamin B by measuring binding of mAB J1‐31. Forskolin caused a 2X increase in mAB J1‐31 binding to nuclear structures also labeled by anti‐lamin B, and a lesser increase in cytoplasmic labeling of filaments also labeled by anti‐GFAP. Binding of anti‐lamin B and anti‐GFAP to their respective antigens was unaffected by forskolin. Inhibitors of PKA (H89) were not effective in preventing the forskolin induced phosphorylation of lamin B and GFAP, but inhibitors of Ca","",""
2,"John Beckenbach, Eric Schmidt, Robert Reardon","The Interpersonal Relationship Resolution Scale: A Reliability and Validity Study",2009,"The Family Journal","SAGE Publications","http://dx.doi.org/10.1177/1066480709347362","",11,"2024-07-25 13:43:37","journal-article","10.1177/1066480709347362","1066-4807","",17,4,335,341,2,0.13,1,3,15,"This article reports the results from a study conducted to investigate the reliability and validity of the Interpersonal Relationship Resolution Scale (IRRS). The IRRS is an instrument intended to measure relational violations and forgiveness with regard to interpersonal injury. Internal consistency coefficients and discriminant validity were explored. Similar to previous studies, the findings of this study suggest that the IRRS is generally reliable and valid. Some inconsistencies in reliability results between this study and other research are discussed, and suggestions for future research to explore these inconsistencies are provided.","http://journals.sagepub.com/doi/pdf/10.1177/1066480709347362",""
