Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"John T. Baccus, Kevin W. Dees, Michael F. Small, Thomas R. Simpson","Fecundity of Wild Northern Bobwhite Hens Under Hatchery Conditions",2017,"Quail","University of Tennessee","http://dx.doi.org/10.7290/nqsp07vww1","",1,"2024-07-25 11:43:29","journal-article","10.7290/nqsp07vww1","2573-5667","",7,,,,0,0.00,0,4,7,"","",""
0,"John C. Kinsey, Michael F. Small, Thomas R. Simpson, Robert M. Perez, John T. Baccus","Propagation Effectiveness of the Surrogator for Northern Bobwhites in Southern Texas",2017,"Quail","University of Tennessee","http://dx.doi.org/10.7290/nqsp07tc4b","",2,"2024-07-25 11:43:29","journal-article","10.7290/nqsp07tc4b","2573-5667","",7,,,,0,0.00,0,5,7,"","",""
6,"Michael A. Villarreal, Nicole M. Biediger, Natalie A. Bonner, Jennifer N. Miller, Samantha K. Zepeda, Benjamin J. Ricard, Dana M. García, Karen A. Lewis","Determining Zebrafish Epitope Reactivity to Commercially Available Antibodies",2017,"Zebrafish","Mary Ann Liebert Inc","http://dx.doi.org/10.1089/zeb.2016.1401","",3,"2024-07-25 11:43:29","journal-article","10.1089/zeb.2016.1401","1545-8547","",14,4,387,389,6,0.86,1,8,7,"","http://online.liebertpub.com/doi/full-xml/10.1089/zeb.2016.1401",""
3,"Avia Gray, Stephen Ramos, Krista Howard, Brooke Bryson, Henry B. Ellis","The Pain Disability Questionnaire (PDQ): evaluating the efficacy of the psychosocial and functional subscales for 12-month post-treatment outcomes after total knee arthroplasty",2017,"Current Orthopaedic Practice","Ovid Technologies (Wolters Kluwer Health)","http://dx.doi.org/10.1097/bco.0000000000000561","",4,"2024-07-25 11:43:29","journal-article","10.1097/bco.0000000000000561","1940-7041","",28,6,573,579,3,0.43,1,5,7,"Background:: The Patient Disability Questionnaire (PDQ) has been shown to have good predictive validity for outcomes after total hip arthroplasty (TKA). However, the PDQ subscales (psychosocial and functional disability) have not been assessed independently. This study assesses 1-year surgical outcomes based on the PDQ’s psychosocial and functional disability subscale scores. Methods:: The sample included 130 participants undergoing TKA. Physical and psychosocial measures included the PDQ, Knee Society Score (KSS), Western Ontario McMaster Arthritic Index (WOMAC), and the Short Form-36 Health Inventory (SF-36). Univariate correlations were used to cross-validate all subscales. Multivariate gamma and linear regressions were used to associate PDQ functional and psychosocial disability subscale scores with WOMAC and SF-36, 1 yr after TKA. Results:: Poorer PDQ psychosocial scores were associated with being younger, black or Hispanic, and using Medicaid. Poorer functional disability scores were associated with being younger, female, black or Hispanic, and using Medicaid or without insurance. Multivariate regressions revealed that baseline PDQ psychosocial and functional disability were both significantly associated with 1-year WOMAC total scores and 1-year SF-36 Mental Composite Scores. Conclusions:: The PDQ is useful in predicting 1-year outcomes for patients undergoing TKA. Worse baseline PDQ subscale scores indicated worse quality of life, more pain and stiffness of the joints, as determined by comparative WOMAC and SF-36 scores. Clinical implications from this study suggest screening patients before surgery to identify factors that could hinder recovery time or cause pain or function remission in adults undergoing TKA.","https://journals.lww.com/01337441-201711000-00013",""
11,"Lisa K. Lloyd, Sylvia H. Crixell, Janet R. Bezner, Katherine Forester, Carolyn Swearingen","Genesis of an Employee Wellness Program at a Large University",2017,"Health Promotion Practice","SAGE Publications","http://dx.doi.org/10.1177/1524839917725500","",5,"2024-07-25 11:43:29","journal-article","10.1177/1524839917725500","1524-8399","",18,6,879,894,11,1.57,2,5,7,"University employee wellness programs have potential to support positive changes in employee health, thereby improving productivity and mitigating the rise in health care costs. The purpose of this article is to describe a theory-driven approach to systematically planning, developing, and implementing a comprehensive university employee wellness program. Long-term program goals were to improve employee health, well-being, and productivity by focusing on decreasing sedentary behavior, increasing physical activity, improving dietary habits, and reducing stress. An ecological approach was taken to identify levels of influence specific to a university setting: intrapersonal, interpersonal, department/college/division, and university. This framework guided the development of program components and strategies, which were grounded in several health behavior change theories. Input from supervisors and employees was incorporated throughout program development. A 15-week trial run, involving 514 employees, was evaluated to fine-tune services. Participation and feedback were positive, demonstrating that the program was valued. Support from upper administration is evidenced by continued funding. Critical factors to the successful launch of the program included a supportive administration, leverage of existing facilities and equipment, leadership provided by faculty, and service delivery by students.","http://journals.sagepub.com/doi/pdf/10.1177/1524839917725500",""
7,"Seifeddine Ben Tekaya, Abirama Sundari Ganesan, Trina Guerra, Jeffrey O. Dawson, Michael R. J. Forstner, Dittmar Hahn","Sybr Green- and TaqMan-Based Quantitative PCR Approaches Allow Assessment of the Abundance and Relative Distribution of Frankia Clusters in Soils",2017,"Applied and Environmental Microbiology","American Society for Microbiology","http://dx.doi.org/10.1128/aem.02833-16","",6,"2024-07-25 11:43:29","journal-article","10.1128/aem.02833-16","0099-2240","",83,5,,,7,1.00,1,6,7,"ABSTRACT: The nodule-forming actinobacterial genus","https://journals.asm.org/doi/pdf/10.1128/AEM.02833-16",""
21,"Lauren A. Meckel, Chloe P. McDaneld, Daniel J. Wescott","White‐tailed Deer as a Taphonomic Agent: Photographic Evidence of White‐tailed Deer Gnawing on Human Bone",2017,"Journal of Forensic Sciences","Wiley","http://dx.doi.org/10.1111/1556-4029.13514","",7,"2024-07-25 11:43:29","journal-article","10.1111/1556-4029.13514","0022-1198","",63,1,292,294,21,3.00,7,3,7,"Abstract: Ungulate gnawing on bone has been reported in the taphonomic and zooarchaeological literature, but there are no known reports of ungulates altering human remains. Herein, we report on the first known photographic evidence of deer gnawing human remains. As described in nonhuman scavenging literature, forking of the bone characterizes the taphonomic effect of deer gnawing in this case, which is distinct from the effect caused by other scavengers. This type of osteophagia during the winter season is consistent with previously documented behavior of deer gnawing on nonhuman bone, possibly to obtain minerals absent in their diet. In this study, we briefly discuss the distinguishing features of ungulate gnawing, the reasons for this behavior, and possible confusion with other common types of scavenging and modification. This report contributes to taphonomic literature covering the range of animal interactions with human skeletal remains.","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1556-4029.13514",""
12,"Nathan W. Pino, Hassan Tajalli, Chad L. Smith, William DeSoto","Nonmedical Prescription Drug Use by College Students for Recreational and Instrumental Purposes: Assessing the Differences",2017,"Journal of Drug Issues","SAGE Publications","http://dx.doi.org/10.1177/0022042617714459","",8,"2024-07-25 11:43:29","journal-article","10.1177/0022042617714459","0022-0426","",47,4,606,621,12,1.71,3,4,7,"Nonmedical prescription drug use (NMPDU) is a serious issue on college campuses. We examine the factors affecting instrumental and recreational NMPDU within the same sample, and test the efficacy of learning and strain theories in predicting NMPDU for both instrumental and recreational use. This cross-sectional study utilizes survey data gathered from a convenient but representative sample ( n = 2,466) of students attending a large public university in the Southwestern United States. There is support for learning theory, but not for strain theory, in predicting both recreational and instrumental use. Logistic regression analyses also show that while marijuana smokers, illicit street drug users, and those possessing less of an academic ethic are more likely to partake in NMPDU for both recreational and instrumental purposes, the predictors for recreational and instrumental NMPDU differ in interesting ways with regard to race, gender, binge drinking, living arrangement, and Greek organization membership.","http://journals.sagepub.com/doi/pdf/10.1177/0022042617714459",""
2,"Kyle Thurin, Natalie A. Ceballos, Reiko Graham","Alcohol Preferences and Event-Related Potentials to Alcohol Images in College Students",2017,"Journal of Studies on Alcohol and Drugs","Alcohol Research Documentation, Inc.","http://dx.doi.org/10.15288/jsad.2017.78.916","",9,"2024-07-25 11:43:29","journal-article","10.15288/jsad.2017.78.916","1937-1888","",78,6,916,921,2,0.29,1,3,7,"","https://www.jsad.com/doi/pdf/10.15288/jsad.2017.78.916",""
0,"Samantha K. Zepeda, Michael A. Villarreal, Nicole M. Biediger, Natalie A. Bonner, Jennifer N. Miller, Benjamin J. Ricard, Dana M. García, Karen A. Lewis","Determining Zebrafish Epitope Reactivity to Commercially Available Antibodies",2017,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.31.1_supplement.912.2","",10,"2024-07-25 11:43:29","journal-article","10.1096/fasebj.31.1_supplement.912.2","0892-6638","",31,,,,0,0.00,0,8,7,"Antibodies are produced by the immune system as a defense against foreign proteins due to their ability to bind with these molecules with a high degree of specificity. The highly specific nature of antibody/antigen interaction has made them of great use in a variety of applications that identify the presence of the protein antigen, including western blotting and immunohistochemistry. Zebrafish (","",""
0,"Eleuterio L Peña, LaPatience F Lane, Eliseo Salas, Jose Miguel Castro, Karen A. Lewis","Role of cystines in the structure and function of the RNA‐binding protein LARP6",2017,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.31.1_supplement.598.1","",11,"2024-07-25 11:43:29","journal-article","10.1096/fasebj.31.1_supplement.598.1","0892-6638","",31,,,,0,0.00,0,5,7,"La‐related protein 6, formerly known as Acheron, is an RNA binding protein associated with the translation of mRNAs that encode type‐I collagen. This protein belongs to a superfamily of RNA‐binding proteins known as the La‐related proteins, which share a conserved La Module consisting of a La‐Motif (LaM) and RNA Recognition Motif (RRM). Although extensive research on the mechanism of binding by LARP6 is being performed, very little is known about the physiological conditions that induce the protein to bind to its ligand. A multiple sequence alignment of the LARP6 proteins from vertebrates identified a fully conserved cysteine near the RRM (position C258 in the human protein), and two semi‐conserved cysteines near the C‐terminal region (positions C378 and C490 in human LARP6). To determine if disulfide bonds were present in the protein, the reducing agent dithiothreitol (DTT), was added during purification. In the presence of DTT, LARP6 eluted from a size exclusion column at a volume that is indicative of an increase in the hydrodynamic radius of the protein. Therefore, we hypothesize that at least one pair of the conserved cysteine residues is involved in intramolecular disulfide bonding. Using the human LARP6 (","",""
2,"Joseph H. Schuessler, Del Nagy, H. Kevin Fulk, Art Dearing","Data Breach Laws: Do They Work?",2017,"Journal of Applied Security Research","Informa UK Limited","http://dx.doi.org/10.1080/19361610.2017.1354275","",12,"2024-07-25 11:43:29","journal-article","10.1080/19361610.2017.1354275","1936-1610","",12,4,512,524,2,0.29,1,4,7,"","https://www.tandfonline.com/doi/pdf/10.1080/19361610.2017.1354275",""
