Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"Bertis B. Little, Walter L. Johnston, Ashley C. Lovell, Roderick M. Rejesus, Steve A. Steed","Collusion in the U.S. crop insurance program",2002,"Proceedings of the eighth ACM SIGKDD international conference on Knowledge discovery and data mining","ACM","http://dx.doi.org/10.1145/775047.775135","",1,"2024-07-26 14:15:23","proceedings-article","10.1145/775047.775135","","",,,,,3,0.14,1,5,22,"","https://dl.acm.org/doi/pdf/10.1145/775047.775135",""
81,"Jennifer N. Smith, Zahida Shirin, Carl J. Carrano","Control of Thiolate Nucleophilicity and Specificity in Zinc Metalloproteins by Hydrogen Bonding:  Lessons from Model Compound Studies",2002,"Journal of the American Chemical Society","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ja029418i","",2,"2024-07-26 14:15:23","journal-article","10.1021/ja029418i","0002-7863","",125,4,868,869,81,3.68,27,3,22,"","https://pubs.acs.org/doi/pdf/10.1021/ja029418i",""
1,"Cindy Plotts, Jo Webber","The Role of Developmental Histories in the Screening and Diagnosis of Autism Spectrum Disorders",2002,"Assessment for Effective Intervention","SAGE Publications","http://dx.doi.org/10.1177/073724770202700104","",3,"2024-07-26 14:15:23","journal-article","10.1177/073724770202700104","1534-5084","",27,1,19,26,1,0.05,1,2,22,"The incidence of diagnosed cases of autism spectrum disorder (ASD) has increased dramatically over the past decade. This may indicate a larger population of individuals with ASD, and may also be the result of better diagnostic definitions and procedures. Early accurate diagnosis is particularly important for children with ASD because of the documented benefits of early educational interventions. One very important component of an ASD screening and diagnostic process is a developmental history. Not only can this type of information assist with diagnosis, but the process of interviewing parents and primary caretakers can provide opportunities for establishing a working alliance with the family, inform further assessment decisions, and facilitate treatment and intervention for coexisting and comorbid disorders. Both structured and semi-structured formats are available for obtaining developmental histories. Personnel who are assigned to obtain developmental histories need strong interviewing skills and extensive knowledge about the diagnostic indicators of ASD.","http://journals.sagepub.com/doi/pdf/10.1177/073724770202700104",""
14,"Jonathan M. Herbert, Richard W. Dixon","Is the ENSO Phenomenon Changing as a Result of Global Warming?",2002,"Physical Geography","Informa UK Limited","http://dx.doi.org/10.2747/0272-3646.23.3.196","",4,"2024-07-26 14:15:23","journal-article","10.2747/0272-3646.23.3.196","0272-3646","",23,3,196,211,14,0.64,7,2,22,"","https://www.tandfonline.com/doi/pdf/10.2747/0272-3646.23.3.196",""
29,"Julie F. Westerlund, Dana M. García, Joseph R. Koke, Teresa A. Taylor, Diana S. Mason","Summer Scientific Research for Teachers: The Experience and its Effect",2002,"Journal of Science Teacher Education","Informa UK Limited","http://dx.doi.org/10.1023/a:1015133926799","",5,"2024-07-26 14:15:23","journal-article","10.1023/a:1015133926799","1046-560X","",13,1,63,83,29,1.32,6,5,22,"","https://www.tandfonline.com/doi/pdf/10.1023/A%3A1015133926799",""
0,"Alisa White, Bruce L. Smith, Fuyuan Shen","Rating Creativity: Do Advertising Professionals and Educators Apply the same Standards?",2002,"Journal of Advertising Education","SAGE Publications","http://dx.doi.org/10.1177/109804820200600207","",6,"2024-07-26 14:15:23","journal-article","10.1177/109804820200600207","1098-0482","",6,2,37,46,0,0.00,0,3,22,"","http://journals.sagepub.com/doi/pdf/10.1177/109804820200600207",""
6,"Min Soo Lim, Scott S. Perry, Heather C. Galloway, Deborah C. Koeck","<i>p</i>H-mediated frictional forces at tungsten surfaces in aqueous environments",2002,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena","American Vacuum Society","http://dx.doi.org/10.1116/1.1454131","",7,"2024-07-26 14:15:23","journal-article","10.1116/1.1454131","1071-1023","",20,2,575,579,6,0.27,2,4,22,"We have used atomic-force microscopy to measure the change in interfacial friction and adhesion between a tungsten surface and bare or alumina-coated Si3N4 tips. These measurements have been made in aqueous solutions ranging in pH from 2.2 to 8.2 in the absence of chemical or mechanical dissolution of the surface oxide. Friction is observed to vary with solution pH, and the specific manner in which interfacial friction depends on pH is influenced by the composition of the interface. The maximum friction force of the tungsten/silicon nitride system occurs at a pH of 4.7. The tungsten/alumina system has a maximum in the frictional force at a pH of 6.6. Frictional variations in these systems are related to pH-mediated changes in the electrostatic interaction between the probe tip and the sample. The pH dependence of the electrostatic interaction is determined by the relative isoelectric points of the contacting surfaces. These nanometer-scale measurements demonstrate a fundamental pathway by which variations in the frictional properties of an interface are introduced by properties of the surrounding liquid environment.","https://pubs.aip.org/avs/jvb/article-pdf/20/2/575/8204970/575_1_online.pdf",""
19,"Amy L. Matthews, Craig M. Harvey, Richard J. Schuster, Francis T. Durso","Emergency Physician to Admitting Physician Handovers: An Exploratory Study",2002,"Proceedings of the Human Factors and Ergonomics Society Annual Meeting","SAGE Publications","http://dx.doi.org/10.1177/154193120204601622","",8,"2024-07-26 14:15:23","journal-article","10.1177/154193120204601622","2169-5067","",46,16,1511,1515,19,0.86,5,4,22,"Current emphasis on the number of deaths due to medical errors has pushed the patient safety issue to the forefront at many medical institutions. The Institute of Medicine's recommendation for improved coordination and collaboration between physicians, as well as the paucity of related literature, has led the authors to explore the nature of the handover between emergency department and admitting physicians.","http://journals.sagepub.com/doi/pdf/10.1177/154193120204601622",""
3,"Deon Brock, Suzanne Klaus, Lisa Harbour, Tammy Nash","Stress and Police in Kansas",2002,"The Police Journal: Theory, Practice and Principles","SAGE Publications","http://dx.doi.org/10.1177/0032258x0207500104","",9,"2024-07-26 14:15:23","journal-article","10.1177/0032258x0207500104","0032-258X","",75,1,31,44,3,0.14,1,4,22,"This study examines law enforcement-related stress for the officers of one county in southwestern Kansas. The authors intend to uncover the potential sources of officer and/or family stress and identify how this might impact on overall family life/harmony. We intend to discover which independent variables (shift work, crowd control, press problems, etc.) exhibit the strongest relationship with the officer's perception of stress and his/her perception of its association with family stress. All officers of all law enforcement agencies of the county will be provided a survey.","http://journals.sagepub.com/doi/pdf/10.1177/0032258X0207500104",""
33,"Brian Kail, Victor N. Nemykin, Scott R. Davie, Carl J. Carrano, Brian Hammes, Partha Basu","Synthesis, Characterization, Electrochemistry, Electronic Structure, and Isomerization of Mononuclear Oxo−Molybdenum(V) Complexes: The Serine Gate Hypothesis in the Function of DMSO Reductases",2002,"Inorganic Chemistry","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ic011169w","",10,"2024-07-26 14:15:23","journal-article","10.1021/ic011169w","0020-1669","",41,5,1281,1291,33,1.50,6,6,22,"","https://pubs.acs.org/doi/pdf/10.1021/ic011169w",""
