Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Justin Williams, William B.D. Forfang, Byoung Hee You, In Hyouk Song","Modal Analysis and Design of a Vertically Movable Gate Field Effect Transistor (VMGFET) Proposed for Low-Frequency Sensing Applications",2012,"Applied Mechanics and Materials","Trans Tech Publications, Ltd.","http://dx.doi.org/10.4028/www.scientific.net/amm.268-270.1538","",1,"2024-07-25 12:25:13","journal-article","10.4028/www.scientific.net/amm.268-270.1538","1662-7482","",268,,1538,1543,0,0.00,0,4,12,"The objective of this study is to design and optimize a vertically movable gate field effect transistor (VMGFET) - suitable for low-frequency, high-sensitivity applications - with an emphasis on modal analysis of the suspended gate structure, optimization of mesh density within the employed finite element analysis software, and optimization of the moveable gate dimensions given its relationship with fabrication complexity and the structure’s resonant frequencies. The methods of design, optimization, and analysis were carried out with COMSOL Multiphysics 4.2a under the assumption of no damping with free vibrations. The results indicate optimal dimensions of the suspended gate structure - given constraints on size, resonance, and fabrication complexity - which suggest a beam thickness of 3 µm and a beam width of 15 µm, yielding an upper limit of input force frequencies near 2 kHz.","https://www.scientific.net/AMM.268-270.1538.pdf",""
7,"Ribel Fares, Dustin Downing, Oleg Komogortsev","Magic-sense",2012,"CHI '12 Extended Abstracts on Human Factors in Computing Systems","ACM","http://dx.doi.org/10.1145/2212776.2223824","",2,"2024-07-25 12:25:13","proceedings-article","10.1145/2212776.2223824","","",,,,,7,0.58,2,3,12,"","https://dl.acm.org/doi/pdf/10.1145/2212776.2223824",""
5,"Patricia Shields, Nandhini Rangarajan, Lewis Stewart","Open Access Digital Repository: Sharing Student Research with the World",2012,"Journal of Public Affairs Education","Informa UK Limited","http://dx.doi.org/10.1080/15236803.2012.12001676","",3,"2024-07-25 12:25:13","journal-article","10.1080/15236803.2012.12001676","1523-6803","",18,1,157,181,5,0.42,2,3,12,"","https://www.tandfonline.com/doi/pdf/10.1080/15236803.2012.12001676",""
5,"Corey Holland, Oleg Komogortsev, Dan Tamir","Identifying usability issues via algorithmic detection of excessive visual search",2012,"Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","ACM","http://dx.doi.org/10.1145/2207676.2208703","",4,"2024-07-25 12:25:13","proceedings-article","10.1145/2207676.2208703","","",,,,,5,0.42,2,3,12,"","https://dl.acm.org/doi/pdf/10.1145/2207676.2208703",""
1,"Juan Gomez, Justin Williams, In Hyouk Song, Yoo Jae Kim, Du Hwan Chun, Deok Ki Kim, Hae Joong Na, Byoung Hee You","Analysis of Acoustic Characteristics of a Car Cabin Using Computer-Aided Engineering",2012,"Applied Mechanics and Materials","Trans Tech Publications, Ltd.","http://dx.doi.org/10.4028/www.scientific.net/amm.268-270.883","",5,"2024-07-25 12:25:13","journal-article","10.4028/www.scientific.net/amm.268-270.883","1662-7482","",268,,883,889,1,0.08,0,8,12,"A computer-aided engineering (CAE) model was developed to analyze the acoustic characteristics of a car cabin. Pro/Engineer Wildfire 4.0 was used to three-dimensionally represent the geometry of the cabin. The CAE, using COMSOL Multiphysics 4.2a, was performed to investigate the distribution of sound pressure fields at natural frequencies. The principle mode indices were (2, 1, 1), (2, 1, 1), (1, 1, 1), and (2, 2, 2), corresponding to the modal coefficients 1, 2, 3, and 4 and the natural frequencies of 179.691, 139.276, 221.620, and 231.386 Hz, respectively. The results of the analysis provided insight into the car cabin design to suppress exterior and interior noise.","https://www.scientific.net/AMM.268-270.883.pdf",""
0,"Priscilla Pham, Reese Cotten, Travis Kolinek, Shaniece Parker, Dhiraj Vattem, Vatsala Maitin","Preliminary characterization of secreted bioactive compounds from Bifidobacterium longum with modulatory activity towards enterocytic Fasting Induced Adipocyte Factor (FIAF)",2012,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.26.1_supplement.373.6","",6,"2024-07-25 12:25:13","journal-article","10.1096/fasebj.26.1_supplement.373.6","0892-6638","",26,,,,0,0.00,0,6,12,"Gut bacteria have been shown to influence diet‐related obesity, mediated in part via intestinal FIAF, a circulating lipoprotein lipase inhibitor that modulates fat‐storage in the adipose tissue. Probiotic bacteria and probiotic‐derived bioactive compounds with stimulatory activity towards intestinal FIAF may thus serve a protective function against diet‐related obesity. We have previously shown that secreted factors from","",""
0,"Yuki Gomada, Brandon Y Jamison, Vatsala Maitin, Dhiraj A. Vattem","Cinnamon decreases excitation toxicity in primary neuronal cultures from chick embryos",2012,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.26.1_supplement.1025.11","",7,"2024-07-25 12:25:13","journal-article","10.1096/fasebj.26.1_supplement.1025.11","0892-6638","",26,,,,0,0.00,0,4,12,"Excitation neurotoxicity induced dysregulation of stress response signaling has been implicated in neurodegenerative pathologies such as Alzheimer's disease and Parkinson's disease. Cinnamon was previously reported to beneficially modulate stress response signaling in","",""
0,"J. A. Gomez, T. G. Conner, I.-H. Song, D.-H. Chun, Y.-J. Kim, B.-H. You","Cavity Filling Analysis for the Fabrication of an Alignment Structure in Micro Hot Embossing",2012,"Volume 9: Micro- and Nano-Systems Engineering and Packaging, Parts A and B","American Society of Mechanical Engineers","http://dx.doi.org/10.1115/imece2012-88441","",8,"2024-07-25 12:25:13","proceedings-article","10.1115/imece2012-88441","","",,,,,0,0.00,0,6,12,"The flow behavior of polymers was analyzed using a commercial finite element software, DEFORM-2D, for the replication of microstructures. An alignment structure for microassembly, a hemisphere-tipped post, was modeled to demonstrate the polymer flow in hot embossing. The mold filling with polymer was evaluated by the heights of molded posts. The results of simulation showed better replication fidelity of the post with the increase of the molding temperature and displacement of the mold insert. The complete filling of a mold cavity was achieved at the molding temperatures of 112.5, 125, 137.5, and 150°C when the displacements were 1.5, 2.0 and 2.5 mm. The model can be used to design the process parameters for the reliable replication of microstructures.","http://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/doi/10.1115/IMECE2012-88441/4231672/333_1.pdf",""
0,"Brandon Y Jamison, Yuki Gomada, Vatsala Maitin, Dhiraj A Vattem","Sage <i>(Salvia Officinalis)</i> ameliorates experimentally induced neurodegeneration in <i>C. elegans</i>",2012,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.26.1_supplement.1025.10","",9,"2024-07-25 12:25:13","journal-article","10.1096/fasebj.26.1_supplement.1025.10","0892-6638","",26,,,,0,0.00,0,4,12,"Dysregulation of neuronal stress response signaling has been implicated in neurodegenerative pathologies and is an emerging target for drug discovery. Sage was previously reported to beneficially modulate stress response signaling in","",""
8,"Donald J. Brown, Bei DeVolld, Weston H. Nowlin, Michael R.J. Forstner","Fire Ants in Houston Toad Habitat: Annual Activity and Responses to Canopy Cover and Fire",2012,"Journal of Fish and Wildlife Management","U.S. Fish and Wildlife Service","http://dx.doi.org/10.3996/012012-jfwm-010","",10,"2024-07-25 12:25:13","journal-article","10.3996/012012-jfwm-010","1944-687X","",3,1,142,149,8,0.67,2,4,12,"Abstract: The red imported fire ant Solenopsis invicta (RIFA) is an invasive species found throughout the southern and southeastern United States. Since its introduction, RIFA has been shown to negatively affect a wide range of native vertebrate and invertebrate species. The purposes of this study were to delineate the annual RIFA activity pattern, investigate the association between overstory canopy cover and RIFA captures, and evaluate the effects of low-intensity prescribed fire around pond edges on RIFA in the Lost Pines ecoregion of Texas, a region that provides habitat for most of the remaining endangered Houston toads Bufo houstonensis. We found that annual RIFA activity followed a quadratic curve, with above-average activity between May and October. We found an inverse relationship between mean percentage of canopy cover near pond edges and mean number of RIFA captured. We found that low-intensity prescribed burning had no significant influence on RIFA captures during our study period. However, strong spatial and temporal capture variability was apparent, and thus a strong impact would have been necessary to detect an effect. Although this study provides evidence that should decrease concerns that wildlife managers, conservation biologists, and landowners in the Lost Pines ecoregion may have about exacerbating RIFA abundance when using fire as an ecosystem management tool, we recommend additional work be conducted using a greater sample size, greater sampling effort, and longer study duration. We found that RIFA activity was highest during the time frame in which juvenile Houston toads emerge from ponds. Thus, RIFA control may be a useful Houston toad recovery tool where breeding ponds are not within dense canopy habitats.","http://meridian.allenpress.com/jfwm/article-pdf/3/1/142/2750765/012012-jfwm-010.pdf",""
