Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"Joshua Brian Hodge, Faisal Anzah, Richard W Dixon","Miles O. Hayes, <i>Hurricanes as Geological Agents: Case studies of Hurricanes Carla, 1961, and Cindy, 1963</i>, 1967",2018,"Progress in Physical Geography: Earth and Environment","SAGE Publications","http://dx.doi.org/10.1177/0309133318765087","",1,"2024-07-25 11:41:01","journal-article","10.1177/0309133318765087","0309-1333","",42,2,257,264,1,0.17,0,3,6,"Hurricanes affect coastal regions with high winds, storm surges, and flooding rains. However, hurricanes can also alter the geomorphology of coastal regions. Miles O. Hayes’ 1967 report was the seminal work in documenting how hurricanes play an important role in nearshore sedimentation processes and how they leave recognizable storm deposits in the rock record. This paper briefly describes Hayes’ background, the writing of the text, and its impact and legacy.","http://journals.sagepub.com/doi/pdf/10.1177/0309133318765087",""
18,"Natalie A. Ceballos, Krista Howard, Stephanie Dailey, Shobhit Sharma, Tom Grimes","Collegiate Binge Drinking and Social Media Use Among Hispanics and Non-Hispanics",2018,"Journal of Studies on Alcohol and Drugs","Alcohol Research Documentation, Inc.","http://dx.doi.org/10.15288/jsad.2018.79.868","",2,"2024-07-25 11:41:01","journal-article","10.15288/jsad.2018.79.868","1937-1888","",79,6,868,875,18,3.00,4,5,6,"","https://www.jsad.com/doi/pdf/10.15288/jsad.2018.79.868",""
10,"Deborah Balzhiser, Charise Pimentel, Amanda Scott","Matters of Form: Questions of Race, Identity, Design, and the U.S. Census",2018,"Technical Communication Quarterly","Informa UK Limited","http://dx.doi.org/10.1080/10572252.2018.1539192","",3,"2024-07-25 11:41:01","journal-article","10.1080/10572252.2018.1539192","1057-2252","",28,1,3,20,10,1.67,3,3,6,"","https://www.tandfonline.com/doi/pdf/10.1080/10572252.2018.1539192",""
0,"Dora Evelyn Ibarra, Thomas Mireles, Amanda Pattillo, Connor Przybylski, Tasha Roberts, Tiffany S. Wood, John Schuetz, Dana M. García","Determining the Effect of MRP4 Knockout on Pigment Granule Position in Mouse RPE",2018,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.2018.32.1_supplement.864.17","",4,"2024-07-25 11:41:01","journal-article","10.1096/fasebj.2018.32.1_supplement.864.17","0892-6638","",32,,,,0,0.00,0,8,6,"In the retinal pigment epithelium (RPE), pigment granules of wild type mice aggregate in darkness and disperse in light. In fish, pigment aggregation involves transport of cAMP into the RPE in vitro. We speculate that multidrug resistance protein 4 (MRP4) is responsible in vivo for the export of cAMP from the photoreceptors into the sub‐retinal space, making it available for uptake into the RPE in both fish and mice. We hypothesize if the MRP4 gene is knocked out in mice, we will not see a significant difference in pigment position between light and dark adapted mice. To test the hypothesis, we have quantified pigment position in RPE from wild type mice and knockout mice by estimating pigment granule density in the basal part of the cells examined by TEM. Bruch's membrane was used as a marker to determine the location of the base of the RPE. To measure pigment position, 2 μm × 2 μm boxes were aligned along Bruch's membrane, the pigment granules within each box were counted, and the average pigment density was calculated. The average pigment granule density for light adapted wildtype (LAWT; n = 3 mice) was 0.7 pigment granules/μm","",""
14,"Joseph L. Etherton, Randall Osborne, Katelyn Stephenson, Morgan Grace, Chas Jones, Alessandro S. De Nadai","Bayesian analysis of multimethod ego‐depletion studies favours the null hypothesis",2018,"British Journal of Social Psychology","Wiley","http://dx.doi.org/10.1111/bjso.12236","",5,"2024-07-25 11:41:01","journal-article","10.1111/bjso.12236","0144-6665","",57,2,367,385,14,2.33,2,6,6,"Ego‐depletion refers to the purported decrease in performance on a task requiring self‐control after engaging in a previous task involving self‐control, with self‐control proposed to be a limited resource. Despite many published studies consistent with this hypothesis, recurrent null findings within our laboratory and indications of publication bias have called into question the validity of the depletion effect. This project used three depletion protocols involved three different depleting initial tasks followed by three different self‐control tasks as dependent measures (total","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fbjso.12236",""
16,"Zachary A. Mitchell, Jaclyn McGuire, Joshua Abel, Bianca A. Hernandez, Astrid N. Schwalb","Move on or take the heat: Can life history strategies of freshwater mussels predict their physiological and behavioural responses to drought and dewatering?",2018,"Freshwater Biology","Wiley","http://dx.doi.org/10.1111/fwb.13187","",6,"2024-07-25 11:41:01","journal-article","10.1111/fwb.13187","0046-5070","",63,12,1579,1591,16,2.67,3,5,6,"Abstract:","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Ffwb.13187",""
0,"K Abrahamson, R Fox, A Roundtree, K Farris","Long Term Care",2018,"Innovation in Aging","Oxford University Press (OUP)","http://dx.doi.org/10.1093/geroni/igy023.2666","",7,"2024-07-25 11:41:01","journal-article","10.1093/geroni/igy023.2666","2399-5300","",2,,721,721,0,0.00,0,4,6,"","http://academic.oup.com/innovateage/article-pdf/2/suppl_1/721/26475508/igy023.2666.pdf",""
0,"Alejandro Oviedo, Sarah Valencia, Taylor R. DeForge, O'taveon R. Fitzgerald, L. Kevin Lewis","Defects in base excision repair and homologous recombination, but not nucleotide excision repair, lead to altered cell cycle phase distributions in <i>Saccharomyces cerevisiae</i>",2018,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.2018.32.1_supplement.786.12","",8,"2024-07-25 11:41:01","journal-article","10.1096/fasebj.2018.32.1_supplement.786.12","0892-6638","",32,,,,0,0.00,0,5,6,"The DNA within cells is constantly subjected to chemical modifications resulting from exposure to endogenous and exogenous DNA damaging agents. Damaged or oxidized bases are primarily repaired by the base excision repair (BER) pathway, crosslinks induced by ultraviolet (UV) light and many bulky lesions are repaired by nucleotide excision repair (NER), mismatches are resolved by the mismatch repair system (MMR), and double‐strand breaks in DNA are repaired by either the homologous recombination (HR) pathway or the nonhomologous end‐joining (NHEJ) pathway. Inactivation of NER genes such as","",""
0,"Brittany Stewart, Megan Adams, Miranda Fuentes, Leeila Hanson, Esperanza Sandoval, Mario Tovar, Camille Trautman, Bianca Willis, Keith Emmert, Julie Edwards, Jesse Meik, James Pierce, Dustin Edwards","Complete Genome Sequence of Cluster A1 Mycobacterium smegmatis Bacteriophage Arlo",2018,"Microbiology Resource Announcements","American Society for Microbiology","http://dx.doi.org/10.1128/mra.01242-18","",9,"2024-07-25 11:41:01","journal-article","10.1128/mra.01242-18","2576-098X","",7,16,,,0,0.00,0,13,6,"Mycobacteriophage Arlo is a newly isolated","https://journals.asm.org/doi/pdf/10.1128/MRA.01242-18",""
6,"Sandeep Sohal, Madhavie Edirisooriya, Thomas Myers, Mark Holtz","Investigation of cadmium telluride grown by molecular-beam epitaxy using micro-Raman spectroscopy below and above the laser damage threshold",2018,"Journal of Vacuum Science &amp; Technology B, Nanotechnology and Microelectronics: Materials, Processing, Measurement, and Phenomena","American Vacuum Society","http://dx.doi.org/10.1116/1.5048526","",10,"2024-07-25 11:41:01","journal-article","10.1116/1.5048526","2166-2746","",36,5,,,6,1.00,2,4,6,"The effects of visible laser light on cadmium telluride (CdTe), grown by molecular beam epitaxy, are studied at low (48 μW/μm2) and high (480 μW/μm2) laser power densities using micro-Raman spectroscopy. The Raman spectrum of CdTe shows no notable change at low power density ∼48 μW/μm2 for prolonged laser exposure. At higher power density ∼480 μW/μm2, the Raman spectrum is significantly changed and strong Te-related peaks appear in the spectrum, even for short laser exposure times suggesting that photo-induced Te enrichment happens at the CdTe surface at high laser power density. The temperature rise is estimated from observed shifts in the Te and CdTe optical phonon peaks and modeled using finite-element simulations. At laser power 480 μW/μm2, the CdTe exhibits a rise of ∼44 °C above room temperature while the observed change in Te temperature is significantly higher, ∼179 °C. The approach illustrates steps needed to establish the laser damage threshold for CdTe.","http://avs.scitation.org/doi/am-pdf/10.1116/1.5048526",""
