Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"J Brender, M Felkner, L Suarez, J Henry, Z Gilani, D Stinchcomb, K Moody, K Hendricks","113: Heavy Metals Exposures and Neural Tube Defects in Offspring",2005,"American Journal of Epidemiology","Oxford University Press (OUP)","http://dx.doi.org/10.1093/aje/161.supplement_1.s29","",1,"2024-07-25 14:02:07","journal-article","10.1093/aje/161.supplement_1.s29","1476-6256","",161,,,,0,0.00,0,8,19,"","http://academic.oup.com/aje/article-pdf/161/Supplement_1/S29/31854785/aje-161-supplement_1-s29.pdf",""
1,"Gabriel H. Monreal, Sara J. Staggs, Michael T. Blanda, Wilhelmus J. Geerts, Heather C. Galloway, Gregory F. Spencer","Synthesis, characterization, and investigation of a conformationally immobile calix[6]arene as a negative electron beam resist",2005,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena","American Vacuum Society","http://dx.doi.org/10.1116/1.2038027","",2,"2024-07-25 14:02:07","journal-article","10.1116/1.2038027","1071-1023","",23,5,1998,2002,1,0.05,0,6,19,"Calixarenes of a variety of molecular weights and with several different functional attachments have been studied as high resolution, high contrast negative electron beam resists. In this article, results are presented for a new type of calixarene molecule to be used as an electron beam resist. The molecule differs from previous calixarene resists through the use of bridging groups to limit its conformational mobility and by having only a partial functionalization of the available phenol units with allyl groups to enhance the resist sensitivity. Both the sensitivity and contrast of the calixarene were measured. The measured contrast was found to be 4, while the sensitivity was 3.6mC∕cm2 which is comparable to other fully functionalized calix[6]arene resists. A closer comparison of this calixarene with similar calixarenes indicates that the measured sensitivity is better than would be expected for this partially functionalized molecule and that full functionalization might not be necessary to obtain a significant benefit from the functional groups.","https://pubs.aip.org/avs/jvb/article-pdf/23/5/1998/16101302/1998_1_online.pdf",""
203,"Shuo-sheng Wu, Xiaomin Qiu, Le Wang","Population Estimation Methods in GIS and Remote Sensing: A Review",2005,"GIScience &amp; Remote Sensing","Informa UK Limited","http://dx.doi.org/10.2747/1548-1603.42.1.80","",3,"2024-07-25 14:02:07","journal-article","10.2747/1548-1603.42.1.80","1548-1603","",42,1,80,96,203,10.68,68,3,19,"","https://www.tandfonline.com/doi/pdf/10.2747/1548-1603.42.1.80",""
1,"Keith O. Keplinger, Joju Abraham, Larry M. Hauck, Ali Saleh","Research Article: Economic and Environmental Assessment of Proactive Phosphorus Control Measures for Broiler Operations",2005,"Environmental Practice","Informa UK Limited","http://dx.doi.org/10.1017/s1466046605050118","",4,"2024-07-25 14:02:07","journal-article","10.1017/s1466046605050118","1466-0466","",7,2,74,86,1,0.05,0,4,19,"","https://www.tandfonline.com/doi/pdf/10.1017/S1466046605050118",""
9,"Colleen M. Connolly, Michael R. Carns, Ann Carns","Traditional- and Activity-Based Laboratory Groups: A Quantitative Comparison of Two Teaching Approaches",2005,"Journal of Professional Counseling: Practice, Theory &amp; Research","Informa UK Limited","http://dx.doi.org/10.1080/15566382.2005.12033809","",5,"2024-07-25 14:02:07","journal-article","10.1080/15566382.2005.12033809","1556-6382","",33,1,4,20,9,0.47,3,3,19,"","https://www.tandfonline.com/doi/pdf/10.1080/15566382.2005.12033809",""
1,"David R. Butler, Richard W. Dixon, J. Ronald Eyton","Introduction-The Central Texas Flood of 2002",2005,"Physical Geography","Informa UK Limited","http://dx.doi.org/10.2747/0272-3646.26.5.337","",6,"2024-07-25 14:02:07","journal-article","10.2747/0272-3646.26.5.337","0272-3646","",26,5,337,339,1,0.05,0,3,19,"","https://www.tandfonline.com/doi/pdf/10.2747/0272-3646.26.5.337",""
0,"Richard W. Dixon, J. Ronald Eyton, David R. Butler","Stereo Photography for Flood Hazards Visualization",2005,"Physical Geography","Informa UK Limited","http://dx.doi.org/10.2747/0272-3646.26.5.409","",7,"2024-07-25 14:02:07","journal-article","10.2747/0272-3646.26.5.409","0272-3646","",26,5,409,422,0,0.00,0,3,19,"","https://www.tandfonline.com/doi/pdf/10.2747/0272-3646.26.5.409",""
1,"Joanna C. Curran, Deborah Bryan, Marshall Jennings","A Comparison of Modeled Flood Characteristics to Measurements of the 2002 Flood on the Guadalupe River, Texas",2005,"Physical Geography","Informa UK Limited","http://dx.doi.org/10.2747/0272-3646.26.5.396","",8,"2024-07-25 14:02:07","journal-article","10.2747/0272-3646.26.5.396","0272-3646","",26,5,396,408,1,0.05,0,3,19,"","https://www.tandfonline.com/doi/pdf/10.2747/0272-3646.26.5.396",""
5,"David C. Easter, David A. Terrell, Jessica A. Roof","Monte Carlo Studies of Isomers, Structures, and Properties in Benzene−Cyclohexane Clusters:  Computation Strategy and Application to the Dimer and Trimer, (C<sub>6</sub>H<sub>6</sub>)(C<sub>6</sub>H<sub>12</sub>)<i><sub>n</sub></i>,<i>n</i>= 1−2",2005,"The Journal of Physical Chemistry A","American Chemical Society (ACS)","http://dx.doi.org/10.1021/jp045183g","",9,"2024-07-25 14:02:07","journal-article","10.1021/jp045183g","1089-5639","",109,4,673,689,5,0.26,2,3,19,"","https://pubs.acs.org/doi/pdf/10.1021/jp045183g",""
59,"Jennifer N. Smith, Justin T. Hoffman, Zahida Shirin, Carl J. Carrano","H-Bonding Interactions and Control of Thiolate Nucleophilicity and Specificity in Model Complexes of Zinc Metalloproteins",2005,"Inorganic Chemistry","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ic048630f","",10,"2024-07-25 14:02:07","journal-article","10.1021/ic048630f","0020-1669","",44,6,2012,2017,59,3.11,15,4,19,"","https://pubs.acs.org/doi/pdf/10.1021/ic048630f",""
