Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"Clemens Scott Kruse, David A. Guerra, Raena Gelillo-Smith, Amber Vargas, Laavanya Krishnan, Paula Stigler-Granados","Leveraging Technology to Manage Chagas Disease by Tracking Domestic and Sylvatic Animal Hosts as Sentinels: A Systematic Review",2019,"The American Journal of Tropical Medicine and Hygiene","American Society of Tropical Medicine and Hygiene","http://dx.doi.org/10.4269/ajtmh.19-0050","",1,"2024-08-28 14:41:58","journal-article","10.4269/ajtmh.19-0050","0002-9637","",101,5,1126,1134,4,0.80,1,6,5,"Surveillance of Chagas in the United States show more is known about prevalence in animals and vectors than in humans. Leveraging health information technology (HIT) may augment surveillance efforts for Chagas disease (CD), given its ability to disseminate information through health information exchanges (HIE) and geographical information systems (GISs). This systematic review seeks to determine whether technological tracking of","https://www.ajtmh.org/downloadpdf/journals/tpmd/101/5/article-p1126.xml",""
15,"George Koutitas, Kenneth Scott Smith, Grayson Lawrence, Vangelis Metsis, Clayton Stamper, Mark Trahan, Ted Lehr","A virtual and augmented reality platform for the training of first responders of the ambulance bus",2019,"Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments","ACM","http://dx.doi.org/10.1145/3316782.3321542","",2,"2024-08-28 14:41:58","proceedings-article","10.1145/3316782.3321542","","",,,,,15,3.00,2,7,5,"","https://dl.acm.org/doi/pdf/10.1145/3316782.3321542",""
0,"Collin Hayes, Elizabeth Benavides, Malorie Diamond, Trixie L Wetmore, Ken Mix","PSII-37 Determining the possible anthelmintic properties of allicin and pumpkin seed oil for mitigation of anthelmintic resistance found in gastrointestinal nematodes infecting ruminants",2019,"Journal of Animal Science","Oxford University Press (OUP)","http://dx.doi.org/10.1093/jas/skz258.446","",3,"2024-08-28 14:41:58","journal-article","10.1093/jas/skz258.446","0021-8812","",97,,217,218,0,0.00,0,5,5,"Abstract: Anthelmintics are a widely utilized treatment option for gastrointestinal nematodes infecting ruminants. Recently, these parasites have exhibited increasing resistance towards these drugs. Haemonchus controtus, a gastrointestinal nematode commonly found in small ruminants, has developed resistance towards multiple classes of anthelmintics, leading to huge economic losses worldwide. There are few novel drugs currently being developed, but certain plant-derived products have demonstrated anthelmintic properties when administered in various forms to ruminants. By utilizing these plant products, producers have the opportunity to decrease the rate of development of anthelmintic resistance, and prevent eggs from hatching when excreted by infected livestock. Therefore, it is hypothesized that specific plant-derived products will act as ovicidal agents in H. contortus eggs. The objective of this study was to determine the ovicidal activity of allicin (from Allium sativum) and pumpkin seed oil (PSO). H. contortus eggs were extracted from a pooled fecal sample of Boer and Spanish goats naturally infected with H. contortus. The eggs were then exposed to allicin or PSO at different concentrations. Experiments were replicated four times per concentration. To determine ovicidal activity, samples were observed for unhatched eggs and hatched worms for 24 hours. The 1:100 allicin dilution treatment tended (P = 0.053) to inhibit hatching more than the control. Furthermore, any worms that hatched in allicin treatments exhibited limited signs of motility. Pumpkin seed oil does not appear to possess the same ovicidal potency as allicin, but may still have potential as a larvicidal agent. Based on the current results, allicin is a potential ovicidal agent that may be used independently or incorporated with current treatment methods for H. contortus control.","http://academic.oup.com/jas/article-pdf/97/Supplement_3/217/31255208/skz258.446.pdf",""
2,"Russ Hodges, Emily Miller Payne, Keylan Morgan, Karen Johnston-Ashton, Rene′ Leblanc","Salient Factors for Student Success Gained through a Learning Frameworks Course",2019,"Journal of College Reading and Learning","Informa UK Limited","http://dx.doi.org/10.1080/10790195.2019.1583083","",4,"2024-08-28 14:41:58","journal-article","10.1080/10790195.2019.1583083","1079-0195","",49,2,129,145,2,0.40,0,5,5,"","https://www.tandfonline.com/doi/pdf/10.1080/10790195.2019.1583083",""
0,"Joellen E. Coryell, Trae Stewart, Zane C. Wubbena, Tereza Cristina Valverde-Poenie, B. J. Spencer","International Service-Learning",2019,"Civic Engagement and Politics","IGI Global","http://dx.doi.org/10.4018/978-1-5225-7669-3.ch063","",5,"2024-08-28 14:41:58","book-chapter","10.4018/978-1-5225-7669-3.ch063","","",,,1258,1283,0,0.00,0,5,5,"International Service-Learning (ISL) is a structured service-learning experience in another country where students learn from interaction, cross-cultural dialogue, and reflection. This humanistic pedagogy was utilized at the University of Canterbury after earthquakes rocked Christchurch, New Zealand (NZ) in 2010 and 2011. The present comparative-case study examined United States (US), European Union (EU), and Kiwi students' transformative learning through working together in a university-based ISL course designed around re-building Christchurch. Data were analyzed through the Kiely's (2005) Transformative Service-Learning Model. The findings of this study contribute new elements to the dimension of the model and argue that the concept of global citizenship may better explain a mixed cohort of international students' service-learning experiences in a post-disaster setting. Implications to the study's findings and recommendations for future research are briefly discussed.","https://www.igi-global.com/viewtitle.aspx?TitleId=220264",""
2,"Michelle Fulks Read, Gwendolyn M. Morel, Tamarin Butcher, Ann Evans Jensen, Jesse M. Lang","Developing TPACK Understanding Through Experiential Faculty Development",2019,"Advances in Educational Technologies and Instructional Design","IGI Global","http://dx.doi.org/10.4018/978-1-5225-7001-1.ch011","",6,"2024-08-28 14:41:58","book-chapter","10.4018/978-1-5225-7001-1.ch011","2326-8905","",,,224,256,2,0.40,0,5,5,"The purpose of this chapter was to explore changes in faculty knowledge, beliefs, and attitudes regarding online teaching and learning, as well as faculty's degree of confidence in developing and implementing online courses after participating in a multiweek, experientially based faculty development program. The study draws on change theory, specifically teacher change in knowledge, beliefs and attitudes, self-efficacy, and the TPACK framework. The findings suggest that faculty development that incorporates elements of collaboration, modeling, peer review, coaching, extended time, and numerous opportunities for observation and reflection are key to participants' TPACK development and positive changes in teaching beliefs, e-learning attitudes, and self-efficacy.","https://www.igi-global.com/viewtitle.aspx?TitleId=215504",""
0,"Trixie L Wetmore, Taylor Luce, Ken Mix, Elizabeth Benavides","PSIV-9 Effects of plant extracts on adult Haemonchus contortus mortality",2019,"Journal of Animal Science","Oxford University Press (OUP)","http://dx.doi.org/10.1093/jas/skz258.458","",7,"2024-08-28 14:41:58","journal-article","10.1093/jas/skz258.458","0021-8812","",97,,225,225,0,0.00,0,4,5,"Abstract: Parasitic infections are a major concern in animal production with global control measures costing over $10 billion annually. In small ruminants, Haemonchus contortus contributes to substantial economic losses in weight gain and mortality. Historical pharmaceutical control of H. contortus resulted in anthelmintic resistance, further exacerbating economic losses. The rise of anthelmintic resistance precipitated the need to investigate alternative treatments. One promising area is using anthelmintically active plant extracts. It is hypothesized that substances extracted from pumpkin seeds, garlic, and wormwood will demonstrate anthelmintic activity against H. contortus. The objective of this study was to evaluate the effects of three plant extracts on adult H. contortus mortality in vitro. Pumpkin seed oil (extracted from Cucurbita maxima), allicin (extracted from Allium sativum), and artemisinin (extracted from Artemisia absinthium) were selected as viable alternatives and evaluated for anthelmintic activity. Live adult H. contortus nematodes were extracted from the abomasum of sheep and goats collected from a local abattoir and placed in triplicate into 6-well plates containing differing concentrations of treatments. Fenbendazole was utilized as a positive control and physiological saline as a negative control. Anthelmintic efficacy was determined via time-to-death observation. Time-to-death was determined hourly by observation of movement for thirty seconds. Absence of movement for thirty seconds indicated death. Time-to-death was evaluated via ANOVA. Allicin exhibited a time-to-death similar to fenbendazole (2.15 ± 0.58 h vs. 1.00 ± 0.58 h, P = 0.15). Pumpkin seed oil exhibited accelerated time-to-death compared to negative control (4.15 ± 0.73 h vs. 10.00 ± 0.73 h, P &lt; 0.01). Artemisin did not affect time-to-death at the tested concentrations. Allicin and pumpkin seed oil demonstrated potential as alternative anthelmintics at the evaluated concentrations, providing a potential treatment for H. contortus. Further investigation will determine synergistic effects between extracts and pharmaceuticals.","http://academic.oup.com/jas/article-pdf/97/Supplement_3/225/31256591/skz258.458.pdf",""
52,"Anthony Robinson, Aaron Bonnette, Krista Howard, Natalie Ceballos, Stephanie Dailey, Yongmei Lu, Tom Grimes","Social comparisons, social media addiction, and social interaction: An examination of specific social media behaviors related to major depressive disorder in a millennial population",2019,"Journal of Applied Biobehavioral Research","Wiley","http://dx.doi.org/10.1111/jabr.12158","",8,"2024-08-28 14:41:58","journal-article","10.1111/jabr.12158","1071-2089","",24,1,,,52,10.40,7,7,5,"Abstract: Although studies have shown that increases in the frequency of social media use may be associated with increases in depressive symptoms of individuals with depression, the current study aimed to identify specific social media behaviors related to major depressive disorder (MDD). Millennials (","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fjabr.12158",""
21,"V. Alex Sotola, David S. Ruppel, Timothy H. Bonner, Chris C. Nice, Noland H. Martin","Asymmetric introgression between fishes in the Red River basin of Texas is associated with variation in water quality",2019,"Ecology and Evolution","Wiley","http://dx.doi.org/10.1002/ece3.4901","",9,"2024-08-28 14:41:58","journal-article","10.1002/ece3.4901","2045-7758","",9,4,2083,2095,21,4.20,4,5,5,"Abstract: When ecologically divergent taxa encounter one another, hybrid zones can form when reproductive isolation is incomplete. The location of such hybrid zones can be influenced by environmental variables, and an ecological context can provide unique insights into the mechanisms by which species diverge and are maintained. Two ecologically differentiated species of small benthic fishes, the endemic and imperiled prairie chub,","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fece3.4901",""
0,"Megan R. Krou, Taylor W. Acee, Nathan W. Pino, Meagan A. Hoff","Rationalizing the Decision to Cheat: An Empirical Analysis to Determine Whether Social Rational Orientation Can Predict Academic Dishonesty",2019,"Journal of College and Character","Informa UK Limited","http://dx.doi.org/10.1080/2194587x.2018.1559196","",10,"2024-08-28 14:41:58","journal-article","10.1080/2194587x.2018.1559196","2194-587X","",20,1,9,24,0,0.00,0,4,5,"","https://www.tandfonline.com/doi/pdf/10.1080/2194587X.2018.1559196",""
