Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"Gary Beall, Zahida Shirin, Stewart Harris, Mickey Wooten, Casey Smith, Alan Bray","Development of an Ablative Insulation Material for Ramjet Applications",2004,"Journal of Spacecraft and Rockets","American Institute of Aeronautics and Astronautics (AIAA)","http://dx.doi.org/10.2514/1.9775","",1,"2024-07-25 14:07:05","journal-article","10.2514/1.9775","0022-4650","",41,6,1068,1071,15,0.75,3,6,20,"","https://arc.aiaa.org/doi/pdf/10.2514/1.9775",""
11,"Dennis D. Kerkman, David Stea, Karen Norris, Jennifer L. Rice","Social Attitudes Predict Biases in Geographic Knowledge",2004,"The Professional Geographer","Informa UK Limited","http://dx.doi.org/10.1111/j.0033-0124.2004.05602009.x","",2,"2024-07-25 14:07:05","journal-article","10.1111/j.0033-0124.2004.05602009.x","0033-0124","",56,2,258,269,11,0.55,3,4,20,"","https://www.tandfonline.com/doi/pdf/10.1111/j.0033-0124.2004.05602009.x",""
2,"Garry White, Floyd Ploeger","Cognitive Characteristics for Learning Visual Basic",2004,"Journal of Computer Information Systems","Informa UK Limited","http://dx.doi.org/10.1080/08874417.2004.11647582","",3,"2024-07-25 14:07:05","journal-article","10.1080/08874417.2004.11647582","0887-4417","",44,3,58,66,2,0.10,1,2,20,"","https://www.tandfonline.com/doi/pdf/10.1080/08874417.2004.11647582",""
55,"R B Walter, J D Rains, J E Russell, T M Guerra, C Daniels, Dennis A Johnston, Jay Kumar, A Wheeler, K Kelnar, V A Khanolkar, E L Williams, J L Hornecker, L Hollek, M M Mamerow, A Pedroza, S Kazianis","A Microsatellite Genetic Linkage Map for XiphophorusSequence data from this article have been deposited with the EMBL/GenBank Data Libraries under accession nos. AY258640, AY258896.",2004,"Genetics","Oxford University Press (OUP)","http://dx.doi.org/10.1534/genetics.103.019349","",4,"2024-07-25 14:07:05","journal-article","10.1534/genetics.103.019349","1943-2631","",168,1,363,372,55,2.75,6,16,20,"Abstract: Interspecies hybrids between distinct species of the genus Xiphophorus are often used in varied research investigations to identify genomic regions associated with the inheritance of complex traits. There are 24 described Xiphophorus species and a greater number of pedigreed strains; thus, the number of potential interspecies hybrid cross combinations is quite large. Previously, select Xiphophorus experimental crosses have been shown to exhibit differing characteristics between parental species and among the hybrid fishes derived from crossing them, such as widely differing susceptibilities to chemical or physical agents. For instance, genomic regions harboring tumor suppressor and oncogenes have been identified via linkage association of these loci with a small set of established genetic markers. The power of this experimental strategy is related to the number of genetic markers available in the Xiphophorus interspecies cross of interest. Thus, we have undertaken the task of expanding the suite of easily scored markers by characterization of Xiphophorus microsatellite sequences. Using a cross between Xiphophorus maculatus and X. andersi, we report a linkage map predominantly composed of microsatellite markers. All 24 acrocentric chromosome sets of Xiphophorus are represented in the assembled linkage map with an average intergenomic distance of 7.5 cM. Since both male and female F1 hybrids were used to produce backcross progeny, these recombination rates were compared between “male” and “female” maps. Although several genomic regions exhibit differences in map length, male- and female-derived maps are similar. Thus Xiphophorus, in contrast to zebrafish, Danio rerio, and several other vertebrate species, does not show sex-specific differences in recombination. The microsatellite markers we report can be easily adapted to any Xiphophorus interspecies and some intraspecies crosses, and thus provide a means to directly compare results derived from independent experiments.","https://academic.oup.com/genetics/article-pdf/168/1/363/42216043/genetics0363.pdf",""
4,"Arnold P. Ruymgaart, Sheila J. Heater, Leon P. Oehlers, J. Douglas Rains, Ronald B. Walter","Characterization and Purification of Flap Endonuclease-1(xiFEN-1) from<i>Xiphophorus maculatus</i>",2004,"Zebrafish","Mary Ann Liebert Inc","http://dx.doi.org/10.1089/zeb.2004.1.273","",5,"2024-07-25 14:07:05","journal-article","10.1089/zeb.2004.1.273","1545-8547","",1,3,273,285,4,0.20,1,5,20,"","http://www.liebertpub.com/doi/pdf/10.1089/zeb.2004.1.273",""
1,"Paula W. Adams, Philip R. Swicegood, Sharon A. Lynch","The Diagnostician's Portfolio: A Tool for Evaluation and Reflection",2004,"Assessment for Effective Intervention","SAGE Publications","http://dx.doi.org/10.1177/073724770402900205","",6,"2024-07-25 14:07:05","journal-article","10.1177/073724770402900205","1534-5084","",29,2,53,66,1,0.05,0,3,20,"This article discusses the benefits of professional portfolios for educational diagnosticians throughout their careers as a means of documenting proficiency and experience in communication, assessment, time management, organization, community resources, and educational planning. Various purposes of the portfolio are considered; for gaining employment, as a tool for informing performance evaluations, for supporting professional growth and development throughout the career, along with differences in the nature of the portfolio according to its purpose. The article also addresses the possible contents, organization, and format of the educational diagnostician's portfolio.","http://journals.sagepub.com/doi/pdf/10.1177/073724770402900205",""
50,"Andrew P. Schuetze, Wayne Lewis, Chris Brown, Wilhelmus J. Geerts","A laboratory on the four-point probe technique",2004,"American Journal of Physics","American Association of Physics Teachers (AAPT)","http://dx.doi.org/10.1119/1.1629085","",7,"2024-07-25 14:07:05","journal-article","10.1119/1.1629085","0002-9505","",72,2,149,153,50,2.50,13,4,20,"We describe how a classic electrostatics experiment can be modified to be a four-point probe lab experiment. Students use the four-point probe technique to investigate how the measured resistance varies as a function of the position of the electrodes with respect to the edge of the sample. By using elementary electromagnetism concepts such as the superposition principle, the continuity equation, the relation between electric field and electric potential, and Ohm’s law, a simple model is derived to describe the four-point probe technique. Although the lab introduces the students to the ideas behind the Laplace equation and the methods of images, advanced mathematics is avoided so that the experiment can be done in trigonometry and algebra based physics courses. In addition, the experiment introduces the students to a standard measurement technique that is widely used in industry and thus provides them with useful hands-on experience.","https://pubs.aip.org/aapt/ajp/article-pdf/72/2/149/7531316/149_1_online.pdf",""
0,"Howard Balanoff, Hindy Lauer Schachter","The Certified Public Manager Program: Introduction",2004,"Public Administration Quarterly","SAGE Publications","http://dx.doi.org/10.1177/073491490402800301","",8,"2024-07-25 14:07:05","journal-article","10.1177/073491490402800301","0734-9149","",28,3,252,253,0,0.00,0,2,20,"","https://journals.sagepub.com/doi/pdf/10.1177/073491490402800301",""
5,"Janet L. Mullings, James W. Marquart, Tara Carr, Deborah J. Hartley","Knowledge Is Not Always Power: HIV Risk Behavior and the Perception of Risk Among Women Prisoners",2004,"Journal of Correctional Health Care","Mary Ann Liebert Inc","http://dx.doi.org/10.1177/107834580401100105","",9,"2024-07-25 14:07:05","journal-article","10.1177/107834580401100105","1078-3458","",11,1,59,78,5,0.25,1,4,20,"","https://www.liebertpub.com/doi/pdf/10.1177/107834580401100105",""
0,"Randall E. Osborne, Christopher J. Frost","The Anatomy of Hatred: Multiple Pathways to the Construction of Human Hatred",2004,"Humanity &amp; Society","SAGE Publications","http://dx.doi.org/10.1177/016059760402800103","",10,"2024-07-25 14:07:05","journal-article","10.1177/016059760402800103","0160-5976","",28,1,5,23,0,0.00,0,2,20,"","http://journals.sagepub.com/doi/pdf/10.1177/016059760402800103",""
